PointID,SiteID,Easting,Northing,Altitude,OSEWellID,HoleDepth,WellDepth,FormationZone,ObjectID,x,y
EB-059,,403151,3949549,6503.28,RG-72865,800,800,121TSUQs,1338,-106.070327,35.6850961
SD-0031,,392557,3857170,6463.63,X,300,300,325MDER,1339,-106.1752934,34.85119049
MI-0297,,466512,3967049,7614.25,,,112,110AVMB,1340,-105.3708563,35.84706713
SV-0116,,379076,3899077,6539.41,RG-77620,340,340,325MDER,1341,-106.328828,35.22746637
EB-645,,398694,3954689,6487.02,RG-29723,700,693,121TSUQs,1342,-106.120223,35.73098349
TO-0003,,420560,3798370,6615,,,295,310YESO,1343,-105.8635115,34.32356403
SD-0039,,394347,3853010,6336.93,X,,,325MDER,1344,-106.1551927,34.81387216
EB-471,,419661,3953575,7851.27,RG-53382,650,650,325MDER/400EMBD,1345,-105.8882925,35.72287556
DA-0039,,341673,3597400,4375,,,631,112SNTF,1346,-106.6853755,32.50261609
TB-0128,,399791,3705691,4905.26,T-04898,140,140,112QTBF,1347,-106.0786573,33.48603678
QY-0753,,597483,3851020,4910,,131,131,121OGLL,1348,-103.934372,34.79674532
EB-409,,405420,3944846,6462.48,RG-16869,474,457,121TSUQs,1349,-106.0447026,35.64291912
EB-443,,415243,3934657,6742.74,X,,,123ESPN,1350,-105.9351462,35.55195394
DA-0052,,331379,3582100,3965,,,215,112SNTF,1351,-106.7921768,32.36314439
TO-0422,,418992,3873670,6315,,,150,310YESO,1352,-105.8877664,35.00241272
SV-0004,,377722,3900313,6577.8,RG-75832,310,310,325MDER,1353,-106.3438871,35.23844419
ED-0255,,598259,3586030,3230,,,400,312RSLR,1354,-103.9551227,32.40700329
BW-0442,,410412,3623570,4075,,,163,110ALVM,1355,-105.9562877,32.74633476
BW-0219,,398522,3658520,4280,,,110,110ALVM,1356,-106.0870298,33.06051271
BW-0187,,401003,3661720,4395,,,,110ALVM,1357,-106.060804,33.08960139
WL-0090,,204753,3627290,5815.09,,,,110ALVM/121GILA,1358,-108.15084,32.74390567
BC-0284,,377728,3886760,6670,,,,,1359,-106.3418117,35.11626876
SD-0217,,389917,3885020,6612.01,X,297,297,325MDER,1360,-106.2078471,35.10198899
QY-0269,,624835,3894420,4060,,192,192,231CHNL,1361,-103.6289306,35.18500642
QU-095,,446028,4062518,7586,X,100,100,,1362,-105.6042845,36.70680895
MI-0132,,479813,3933608,6362.01,,,,211DKOT/217PRGR,1363,-105.2227222,35.54591624
SD-0314,,368731,3907440,5953.03,X,143,143,211DKOT,1364,-106.443814,35.30155083
JM-016,,310158,3672371,4757.05,RG-92010,160,160,,1365,-107.0360571,33.17353615
BC-0328,,378430,3885540,6813,,,,,1366,-106.3339306,35.1053557
BW-0037,,367093,3585660,3950,,,6015,110ALVM,1367,-106.4132074,32.40007337
SO-0096,,351211,3783680,6188.28,,,397,310MBLC/310ABO,1368,-106.6145909,34.18350148
ED-0356,,608294,3558720,3377.59,,,,231DCKM,1369,-103.8515371,32.15974845
QY-1006,,675385,3872660,4120,,105,105,110ALVM/231CHNL,1370,-103.0785773,34.98134488
WL-0058,,215533,3907690,7533.72,B-01174 S,235,235,313SADG,1371,-108.1272634,35.27197791
SA-0142,,262758,3714681,5948.83,RG-43326,67,67,050QUAL,1372,-107.5551509,33.54544061
SA-0136,,271749,3698014,5262.06,RG-90055,138,138,112QTBFppm,1373,-107.4541554,33.397208
ED-0075,,588059,3607140,3300,,,,231DCKM,1374,-104.0616007,32.59826568
TV-287,,441938,4021590,7068.38,RG-82695,480,480,122CRTO,1375,-105.6469945,36.33761909
BC-0133,,382118,3890830,6972,S-02021,,400,,1376,-106.2942279,35.15348321
SO-0244,,314381,3729033,4468.71,X,50,20,,1377,-107.0024892,33.68503455
SA-0007,3.41458E+14,257804,3793020,7011.18,X,,,112QTBF,1378,-107.6300532,34.25013297
EB-166,,409205,3953067,6893.38,RG-29356,730,730,121TSUQs,1379,-106.0038288,35.7173871
TO-0007,,447156,3799290,6467.54,,,300,310YESO,1380,-105.5744892,34.33355769
TO-0178,,403017,3834090,6115,,,200,112QTBF,1381,-106.0582355,34.64414677
BW-0483,,403038,3790030,6464.71,,,670,300YESO,1382,-106.053009,34.24687162
EB-427,,415793,3934420,6769.7,RG-43674,315,315,121TSUQa,1383,-105.929054,35.54986419
DA-0041,,345330,3598800,4590,,,1011,,1384,-106.6466915,32.51575573
CX-0053,,584022,4033330,6290,,,38,211DKOT,1385,-104.0625125,36.4415294
QU-092,,445993,4062031,7558,X,161,161,,1386,-105.604642,36.70241696
EB-579,,398379,3942119,6192.45,RG-55884,240,240,121TSUQs,1387,-106.1221182,35.61763625
EB-300,3.54731E+14,398587,3961476,5962.15,Exempt,2495,510,121TSUQacuf,1388,-106.1222651,35.79215436
QY-0843,,581296,3864150,4890,,1020,1020,110ALVM/231CHNL,1389,-104.1100256,34.91655346
CX-0157,,539574,4028780,5880,,,,,1390,-104.558664,36.40337553
QY-0368,,615480,3898680,3930,,,,110ALVM,1391,-103.7310571,35.22452948
JM-041,,309159,3647472,4736.36,LRG-06883,220,220,,1392,-107.0415752,32.94890768
EB-007,,403933,3929293,6192.66,RG-27779,,146,112ANCH/123ESPN,1393,-106.0592774,35.50256464
DA-0014,,342834,3613350,4500,,,,112SNTF,1394,-106.6756947,32.64660421
EB-285,,407026,3954795,6700.89,RG-25637,743,743,121TSUQsf/121TSUQs,1395,-106.0281163,35.73276151
DA-0058,,335860,3584600,4340,,,900,,1396,-106.7450036,32.38635485
BW-0210,,402200,3658870,4410,,,300,110ALVM,1397,-106.0476747,33.06400641
AR-0066,,235177,4083100,5665.5,X,,,,1398,-107.9704096,36.85674663
WL-0030,,394907,3918062,6099,RG-26824,840,840,,1399,-106.157333,35.40040327
ED-0108,,571409,3591790,3160,,,320,313CLBD,1400,-104.2401844,32.46100469
QY-0136,,676809,3882710,4010,,95,95,231CHNL,1401,-103.060846,35.07166996
SO-0231,,322379,3733196,4487.9,X,70,67,,1402,-106.9170827,33.72392902
SO-0005,,340002,3796660,7100,,,,,1403,-106.7385823,34.29884799
EB-163,3.54914E+14,403322,3964577,6579.11,RG-29602,902,902,121TSUQacuf,1404,-106.0702501,35.82058644
QY-0213,,611175,3891240,4100,,50,50,220ENRD,1405,-103.7793565,35.15794371
WL-0013,,533691,3974006,6040,CR-00286,98,98,211DKOT,1406,-104.6266209,35.90978409
TV-153,,443983,4024152,6929.85,RG-75582,245,245,112LAMA/121CHMT,1407,-105.6243927,36.3608364
WL-0035,,634026,3695199,4198,,,,121OGLL,1408,-103.559009,33.38772959
AR-0078,,238070,4086990,5735.51,SJ-00318,20,20,,1409,-107.9393419,36.89257347
QY-0973,,633431,3876000,4120,,108,108,231CHNL,1410,-103.5375153,35.01785681
QY-0826,,628148,3849690,4700,,130,130,121OGLL,1411,-103.5994377,34.78135917
SD-0016,,381455,3851670,6986.66,X,170,170,325MDER,1412,-106.2959312,34.80037182
QY-0240,,609095,3890710,4200,,344,344,220ENRD,1413,-103.8022596,35.15339355
QY-0574,,608479,3835420,4640,,111,111,121OGLL,1414,-103.8161976,34.65498531
QY-0714,,614666,3841450,4720,,191,191,121OGLL,1415,-103.7478756,34.70867618
DA-0096,,347472,3579200,5080,,,,112SNTF,1416,-106.6207298,32.33930766
QY-0616,,600990,3838710,4710,,122,122,121OGLL,1417,-103.8975169,34.68541482
CX-0073,,586202,4023530,6060,,,181,,1418,-104.0392795,36.35299799
SO-0088,,336845,3786990,5149.38,,,,,1419,-106.7710447,34.21118892
TB-0074,,404430,3675023,4664.19,T-03845,340,340,112QTBF,1420,-106.0254825,33.2098844
QY-0459,,661624,3926150,3880,,102,102,110AVMB,1421,-103.2187622,35.46572948
CX-0004,,574688,4085940,8005,,,90,000EXRV,1422,-104.1615171,36.91652604
SM-0039,,437634,3645978,8336.85,PN-00922?,475,200,300YESO,1423,-105.6672468,32.95033476
TB-0059,,403882,3688491,4800.88,T-00442 S12,1080,1080,210MNCS,1424,-106.0327907,33.33129722
EB-614,,407590,3973550,5847.27,RG-20228,90,90,121TSUQa,1425,-106.0240496,35.90188682
EB-135,,401760,3938450,6207.58,RG-32554 X,116,116,112ANCHsr,1426,-106.0843446,35.58490239
QY-0084,,629016,3883260,4080,,125,125,231CHNL,1427,-103.5847646,35.08387631
CX-0019,,578822,4058110,6949.07,,,60,211GRRG,1428,-104.1179916,36.66533885
SO-0221,,322383,3733193,4487.96,X,49,20,110ALVM,1429,-106.917039,33.72390264
DA-0189,,325635,3575330,3890,,,,050QUAL,1430,-106.8519555,32.30121972
SA-0104,3.33131E+14,246466,3712852,6906.19,RG-77850,46,46,050QUAL,1431,-107.7299323,33.52521852
ED-0268,,531278,3577720,4345,,,124,110ALVM,1432,-104.6676521,32.3359307
DA-0151,,344460,3549240,3810,,,,050QUAL,1433,-106.6478442,32.06872011
BC-0043,,377155,3889940,6988,S-01042,580,580,,1434,-106.3485708,35.14486589
TO-0014,,370202,3810060,5855,,,50,310ABO,1435,-106.4125466,34.42387498
PB-0011,,375629,3936512,5223,RG-88837,80,80,,1436,-106.3724042,35.56449383
ED-0236,,573485,3580820,3167,,,,110ALVM,1437,-104.2189494,32.36191582
EB-389,,403458,3936959,6234.58,Exempt,,121,112ANCH,1438,-106.0654276,35.57162814
EB-295,3.54321E+14,413149,3953989,7196.67,Exempt,1140,1100,121TSUQsf,1439,-105.9603297,35.72605481
BC-0134,,381717,3890810,6858,S-02246,440,440,,1440,-106.2986266,35.15325581
MG-020,,291133,3776248,6595.54,RG-81782,196,196,,1441,-107.2643543,34.10622072
EB-038,,417640,3942428,7275.64,RG-48163,360,360,400EMBD,1442,-105.9094948,35.62221503
SA-0064,3.34516E+14,194909,3739780,6800.66,X,90,90,112QTBF,1443,-108.2935694,33.75422178
BW-0504,,365455,3715490,5115,,,230,261SNGL,1444,-106.4496333,33.5706243
BC-0058,,377820,3886240,6669,S-00363,,216,,1445,-106.3407255,35.11159224
NM-26968,,373711,3911970,5974.9,RG-64808,240,240,325MDERU,1446,-106.3897532,35.34302707
QY-0906,,631233,3860900,4403.71,,46,46,110ALVM/231CHNL,1447,-103.5639762,34.88202316
SV-0075,,377687,3899419,6658.14,RG-66435,475,475,325MDER,1448,-106.3441387,35.23038086
EB-137,,409540,3954860,6940.65,RG-37164,950,950,121TSUQs,1449,-106.0003277,35.73358179
SO-0174,,328647,3755358,4547.23,X,50,50,,1450,-106.8537708,33.92473884
QY-0171,,608424,3889370,4132,,39,39,110AVMB,1451,-103.809801,35.14138569
QY-0657,,615150,3830950,4590,,110,110,121OGLL,1452,-103.7440209,34.61395617
MI-0294,,468933,3965898,7508.94,,,18,326MGDL,1453,-105.3440017,35.83676944
TB-0143,,416035,3702978,6511.6,T-01556,221,221,180TKSCC_Upper,1454,-105.9035739,33.4629679
BC-0186,,379305,3885270,7014,S-01183,650,650,,1455,-106.3242926,35.10302693
SD-0099,,377850,3871790,7630.11,X,200,200,325MDER,1456,-106.3382698,34.98133053
HS-074,,289374,3668447,4320.78,X,50,50,,1457,-107.2579149,33.13432497
TB-0055,,407516,3650959,4477.76,X,325,325,112QTBF,1458,-105.9899375,32.99312256
QY-0349,,664519,3894820,4120,,82,82,231CHNL,1459,-103.1931658,35.18289451
HS-088,,289661,3667657,4240.8,X,186,186,,1460,-107.2546582,33.12726027
QY-0553,,582674,3834750,4510,,8,8,110ALVM/231CHNL,1461,-104.0978327,34.65135285
UC-0068,3.62946E+14,651420,4040528,5202.14,X,61,61,121OGLL,1462,-103.3093232,36.49812086
BW-0289,,404591,3649120,4350,,,,110ALVM,1463,-106.0210509,32.97628454
BC-0216,,380752,3886260,6836.77,,,,,1464,-106.3085623,35.11212408
BC-0298,,377023,3892730,6918,,,,,1465,-106.3504352,35.17000076
EB-483,3.54931E+14,396748,3965176,5725.56,RG-20937,1410,1154,121TSUQacuf/121TSUQce,1466,-106.1430901,35.82531612
BC-0205,,375904,3884840,6466.38,,,,,1467,-106.3615352,35.09873728
EB-464,,413110,3942883,6883.33,RG-65116,600,600,121TSUQs,1468,-105.9595615,35.62592897
QY-0215,,611546,3891310,4083.63,,16,16,220ENRD,1469,-103.7752745,35.15853366
WL-0055,,463750,3965246,7421.73,CR-02382,,,111ALVM,1470,-105.4013602,35.83071306
BW-0203,,401385,3659290,4390,,,,110ALVM,1471,-106.0564492,33.06772064
QU-098,,445239,4061614,7349.59,X,64,64,,1472,-105.6130531,36.6986148
SM-0107,,459897,3621667,6563.66,PN-00942,600,580,300YESO,1473,-105.4280145,32.73208591
AS-007,,446035,4042380,7476.41,RG-70886,280,280,,1474,-105.6027914,36.52527509
WL-0116,,574943,3572855,3161,X,,,,1475,-104.2040827,32.28997081
CX-0095,,549462,4012950,5865,,,143,211DKOT,1476,-104.4493982,36.26020924
CX-0017,,577143,4059020,6965,,,165,,1477,-104.136686,36.67367916
BW-0666,,455303,3881840,6538.6,,,670,310ABO,1478,-105.4902967,35.07833999
BW-0080,,378936,3719230,5550,,,17,325MDER,1479,-106.3049278,33.60596435
CX-0114,,547508,4066850,6200,,,58,110ALVM,1480,-104.4678341,36.74620499
SV-0018,,379441,3899104,6564.78,RG-94354,400,400,325MDER,1481,-106.324822,35.22775372
ED-0130,,574296,3590520,3112,,,236,312RSLR,1482,-104.2095679,32.44935979
TV-103,,439575,4020899,7100.41,RG-88886,1000,1000,122OJOC,1483,-105.6732702,36.33124441
QY-0350,,663552,3893260,4020.08,,30,30,231CHNL,1484,-103.2040907,35.16899258
QY-0672,,594374,3846840,4890,,146,146,121OGLL,1485,-103.9688222,34.75934997
NM-05017,3.20932E+14,618664,3558910,3460,C-02569,,1016,312RSLR,1486,-103.74156,32.16041629
BW-0110,,393294,3705490,4515,,,,110ALVM,1487,-106.148555,33.48359582
AH-051,,439722,4044742,7038.07,RG-86733,640,640,,1488,-105.6734872,36.54619017
SD-0040,,387305,3851590,6589.11,X,245,245,325MDER,1489,-106.2319823,34.8003147
NM-26903,,370190,3907427,5965.1,RG-23679 POD5?,,400,231PFDFU,1490,-106.4277691,35.30162413
QY-0962,,610784,3877280,4140,,19,19,110ALVM,1491,-103.7855165,35.03213376
TC-202,,431099,4062420,7612.1,RG-36733,550,550,,1492,-105.7714097,36.70495987
TB-0144,,417892,3704027,6702.26,T-03232,140,140,120TSBV_Lower,1493,-105.8836885,33.47257247
SD-0157,,373219,3883540,6523.55,X,250,250,310ABO,1494,-106.3907871,35.08668389
WL-0149,,427792,3936558,7281,X,,,,1495,-105.7968739,35.57008712
BW-0416,,410834,3627210,4157.2,,,306,110ALVM,1496,-105.9521331,32.77919993
BW-0259,,403809,3655610,4398,,,193,110ALVM,1497,-106.0300986,33.03474857
BC-0025,,368290,3882280,6266,RG-36005,,180,,1498,-106.4446426,35.07469354
SA-0012,3.41435E+14,236446,3792800,7880.15,RG-65897,213,213,112QTBF,1499,-107.8616717,34.24295829
QY-0699,,599204,3842400,4750,,105,105,121OGLL,1500,-103.9165776,34.71885965
BW-0077,,414217,3726060,5210,,,60,110ALVM/211MVRD,1501,-105.9253536,33.67098598
PC-116,,367871,3907991,5881,RG-52191 S,345,345,211PNLK,1502,-106.4533591,35.3064043
BC-0306,,378692,3873570,7456,RG-63197,,282,,1503,-106.3293066,34.99747859
EB-281,,412707,3949457,6839.95,X,235,235,121TSUQs,1504,-105.9647239,35.68515925
SM-0049,3.25115E+14,425595,3635411,9081.49,PN-00219,298,298,300YESO,1505,-105.7951867,32.85426989
QY-0546,,672491,3948180,4280,,140,140,121OGLL,1506,-103.0943589,35.66242881
QY-0317,,629321,3890510,3990,,188,188,231CHNL,1507,-103.5802863,35.14919232
EB-640,,394146,3934436,6089.26,RG-61187,460,460,112ANCH/123GLST,1508,-106.1678447,35.54793202
ED-0084,,606682,3604680,3450,,,70,231DCKM,1509,-103.8634538,32.5744395
ED-0360,,614767,3553840,3376.83,,,420,231DCKM,1510,-103.7834874,32.11509128
TO-0144,,395646,3836980,6230,,,201,112QTBF,1511,-106.1390067,34.6694791
TV-214,,444063,4012668,8538.79,RG-85772,620,580,123PICS,1512,-105.6226773,36.25731343
QU-155,,446731,4065870,7655.14,RG-81274,275,275,,1513,-105.5966478,36.73706479
EB-433,,421689,3931477,7018.3,RG-54537,600,600,400EMBD,1514,-105.8637266,35.52381487
QU-087,,446057,4064369,7625.13,X,336,289,,1515,-105.6040905,36.72349619
MG-002,,293746,3773043,7024.11,RG-71116,120,120,,1516,-107.2352859,34.07785642
BW-0297,,412337,3648660,4745,,,412,110ALVM,1517,-105.9381215,32.9727859
QY-0624,,600566,3838560,4710,,112,112,121OGLL,1518,-103.9021627,34.68410416
SV-0026,,380673,3900754,6321.51,RG-69329,125,125,325MDER,1519,-106.3115263,35.24277542
QY-0336,,655316,3896480,4200,,78,78,231CHNL,1520,-103.2938846,35.19932183
EB-199,,416219,3956263,6957,X,,,121TSUQs,1521,-105.926626,35.74682139
SO-0105,,367667,3812650,5800,,,25,310ABO,1522,-106.440527,34.44690323
BW-0798,,515305,4021410,6547.77,,,17,210CRCS,1523,-104.8294651,36.33762593
ED-0085,,606280,3604760,3460,,,110,231DCKM,1524,-103.8677268,32.57519969
CX-0103,,585521,4013230,6065,,,225,121OGLL ,1525,-104.0479977,36.26021217
QY-0735,,635045,3849280,4670,,189,189,121OGLL,1526,-103.5241455,34.77677262
ED-0327,,561530,3561290,3525,,,65,313CPTN,1527,-104.3472721,32.18646184
QY-0166,,601282,3888100,4250,,405,405,220ENRD,1528,-103.8883433,35.13068059
BC-0131,,378174,3876170,7306,RG-66386,360,360,,1529,-106.3353624,35.02085524
SM-0204,,470468,3627149,5934.65,X,150,150,260SNAN,1530,-105.31537,32.78187121
SV-0128,,378935,3899861,6566.04,RG-63508,325,325,325MDER,1531,-106.3304925,35.23451684
SA-0227,3.40945E+14,253343,3783403,7023.27,RG-76119,,,,1532,-107.6757088,34.16244732
TO-0400,,397757,3875740,6372.03,,,100,325MDER,1533,-106.1206973,35.01915046
BC-0015,,366258,3880280,5844,,,,,1534,-106.4666011,35.05639728
SV-0103,,380634,3901146,6337.78,RG-62940,350,350,325MDER,1535,-106.3120118,35.24630454
QY-0596,,600895,3834190,4710,,90,90,121OGLL,1536,-103.899093,34.64467066
SO-0265,,328237,3764094,4570.26,X,7,7,110ALVM,1537,-106.8599181,34.00342016
QY-1007,,672626,3872610,4060,,14,14,110ALVM,1538,-103.1087991,34.98136874
JM-042,,307198,3649247,4802.73,LRG-06884,160,160,,1539,-107.0629136,32.96456406
BC-0203,,381856,3867060,7484.69,,,,,1540,-106.2937202,34.93916442
SD-0180,,379418,3886530,6677.5,X,131,131,325MDER,1541,-106.3232367,35.1143992
CP-0037,,667924,3808538,4236.6,CC-01945 POD1,400,400,121OGLL,1542,-103.1730268,34.40466194
SD-0183,,377788,3887000,6681.63,X,162,162,210MNCS,1543,-106.3411889,35.1184396
TO-0353,,397510,3864110,6355,,,150,325MDER,1544,-106.1219737,34.91427218
QY-0372,,637045,3906590,3980,,129,129,231CHNL,1545,-103.4928374,35.29311419
QY-0946,,605169,3872620,4240,,28,28,110AVMB,1546,-103.8476503,34.99072152
SM-0221,,476927,3672259,5924.42,X,,,,1547,-105.2475305,33.18893235
WL-0176,,592474,3656135,3854,RA-08331,,,,1548,-104.0096667,33.03980587
QY-0187,,615557,3893850,4060,,365,365,,1549,-103.7308888,35.18097854
SV-0035,,377615,3900805,6544.5,RG-83981,285,285,310ABO,1550,-106.345136,35.24286631
BW-0393,,411257,3631630,4206.68,,,250,110ALVM,1551,-105.9480398,32.81910007
BW-0349,,408867,3634660,4235,,,185,110ALVM,1552,-105.9738671,32.84623265
NM-26794,,601951,3609590,3397,X,4050,4050,,1553,-103.9133139,32.6191701
MG-029,,296181,3778953,6408.53,RG-51978,200,200,,1554,-107.2102992,34.13159469
UC-0071,3.62339E+14,650354,4028979,5137.99,CT-00017,261,261,210CRCS,1555,-103.3234624,36.3942163
EB-266,3.55002E+14,395137,3966202,5480.92,Exempt,170,169,121CHMTv,1556,-106.1610566,35.83439391
TV-197,,437019,4023546,6690.57,RG-65392,320,300,112LAMAb/120SRVB,1557,-105.7019616,36.35494264
AS-005,,448750,4041550,7611.09,?,,,,1558,-105.5724115,36.51794229
WS-022,,377220,3633607,3924.6,X,,,,1559,-106.311844,32.83364811
SD-0167,,374006,3880830,6460.04,X,119,119,325MDER,1560,-106.3817441,35.06235275
MI-0228,,591683,3938721,4486.68,,,64,220ENRD,1561,-103.9880072,35.58797495
AH-022,,443313,4042559,7302,X,,,,1562,-105.6332072,36.52673117
TO-0248,,420489,3841500,6085,,,40,112QTBF,1563,-105.8683091,34.71246715
WL-0143,,368950,3907868,5874,RG-94948,320,315,,1564,-106.4414744,35.3054376
EB-126,,404553,3940939,6345.72,RG-19471,300,300,121TSUQs,1565,-106.0538154,35.60761416
QY-0017,,595546,3882070,4490,,98,98,220ENRD,1566,-103.9519879,35.07687657
QU-078,,444515,4061712,7322.02,?,146,88,,1567,-105.6211648,36.6994562
TO-0056,,466627,3813790,6210,,,,310YESO,1568,-105.363385,34.46513097
ED-0099,,565546,3594270,3260,,,,313CLBD,1569,-104.3023928,32.48373645
MI-0168,,591855,3934943,4502.58,,,66,231CHNL,1570,-103.986538,35.55389966
TO-0094,,401269,3826460,6159.8,,,200,112QTBF,1571,-106.0764174,34.57518445
ED-0205,,575974,3588180,3145,,,55,312RSLR,1572,-104.1919054,32.428139
NM-26737,3.65524E+14,448103,4086520,7642.83,RG-05845 X,535,535,110AVMB,1573,-105.5826914,36.92328454
SD-0119,,365933,3881260,5971.85,X,98,98,110ALVM,1574,-106.4703224,35.06518823
BW-0093,,419956,3719740,5640,,,,211MVRD,1575,-105.8628844,33.61443755
TO-0403,,402885,3873870,6235.5,,,475,112QTBF,1576,-106.0642796,35.00279678
EB-140,,413407,3949860,6886.63,exempt,282,282,121TSUQs,1577,-105.9570323,35.6888541
AR-0212,,237835,4085662,5742.95,SJ-03925,43,43,,1578,-107.9415168,36.88055265
QY-0704,,600851,3840960,4760,,129,129,121OGLL,1579,-103.8987653,34.70571505
TO-0193,,414221,3830970,6100,,,25,112QTBF,1580,-105.9356829,34.61701394
SO-0077,,313307,3816600,5472,,,,110ALVM,1581,-107.0328479,34.47410194
TO-0087,,403259,3827960,6121.35,,,,112QTBF,1582,-106.0548958,34.58889864
BC-0152,,379374,3891380,6676,S-00063,125,125,,1583,-106.3244274,35.15811583
QU-072,,444558,4061434,7282.1,?,80,80,,1584,-105.6206633,36.69695272
EB-283,,413084,3949010,6889.68,X,520,520,121TSUQs,1585,-105.9605098,35.68116279
QY-0444,,657081,3912600,3880,,280,280,231SNRS,1586,-103.2714195,35.34433558
WL-0128,,256585,3773146,6975.18,RG-81296,200,200,112QTBF,1587,-107.6377006,34.07080188
WL-0164,,614688,3702343,4403,X,,,,1588,-103.7659677,33.45439163
WL-0091,,204757,3627320,5814.37,,,,110ALVM/121GILA,1589,-108.1508069,32.74417696
EB-456,,417013,3928881,6668.51,X,,,112ANCH/231CHNL,1590,-105.9150284,35.50003026
CX-0059,,560156,4025900,6085,,,,211GRRG,1591,-104.3293598,36.37634431
QY-0834,,647057,3857270,4630,,155,155,121OGLL,1592,-103.3915148,34.84713377
QY-0956,,611848,3872090,4180,,8,8,110ALVM,1593,-103.7745527,34.98522674
EB-619,,412432,3955075,7098.53,RG-74919,600,600,121TSUQs,1594,-105.9683752,35.73578164
QY-0514,,672846,3941980,4140,,110,110,121OGLL,1595,-103.0917678,35.60649554
SD-0269,,386146,3892580,6965.65,X,100,100,050QUAL/310ABO,1596,-106.2502558,35.16972383
SD-0226,,393996,3882370,6475.65,X,206,206,050QUAL/325MDER,1597,-106.1627612,35.07853564
ED-0267,,602126,3581420,3000,,,75,312RSLR,1598,-103.9145046,32.36507511
AH-027,,438477,4040611,7013.03,RG-74959,475,475,,1599,-105.687067,36.5088719
TV-154,,442635,4026829,6762.06,RG-49046,40,40,112LAMA/110AVMB,1600,-105.6396146,36.38488961
WL-0080,,432576,3934540,7338.17,UP-04657 POD2,900,880,310SGRC,1601,-105.7439152,35.55223055
TO-0467,,410020,3881490,6210,,,101,112QTBF,1602,-105.9869246,35.07215937
SV-0025,,380761,3899884,6382.39,RG-72068,100,100,325MDER,1603,-106.3104331,35.23494309
ED-0174,,570879,3587410,3160,,,88,313CLBD,1604,-104.2461524,32.42152923
EB-073,,417565,3953580,7424.23,X,,,325MDER,1605,-105.9114653,35.72274735
QY-0964,,627365,3876270,4130,,120,120,231CHNL,1606,-103.6039434,35.02107371
QY-0611,,608705,3830970,4650,,,,121OGLL,1607,-103.8143029,34.61483993
TV-217,,442074,4022809,6963.42,RG-73095,2020,2003,122CRTO,1608,-105.6455698,36.34861639
EB-371,,416257,3954800,7223.28,RG-77686,980,980,121TSUQs/400EMBD,1609,-105.926053,35.73363545
BC-0138,,357980,3896090,5369,RG-60932,,651,,1610,-106.5600631,35.19777588
ED-0330,,569993,3563560,3260,,,50,110ALVM,1611,-104.2573326,32.20644384
QY-0150,,607105,3893700,4060,,335,335,220ENRD,1612,-103.8237155,35.18056326
SO-0214,,322849,3732903,4498.81,X,49,49,,1613,-106.9119539,33.72136646
QY-0736,,635766,3849250,4690,,217,217,121OGLL,1614,-103.5162731,34.7764064
QU-067,,445644,4065430,7622.72,RG-82658,575,575,,1615,-105.6087907,36.73303683
MI-0134,,480448,3929123,6337.32,,,150,211DKOT/217PRGR,1616,-105.2156084,35.50548955
TO-0361,,398297,3860600,6290,,,200,325MDER,1617,-106.1129328,34.88270565
MI-0218,,574142,3938086,4481.68,,,50,231CHNL/110AVMB,1618,-104.1816643,35.58372017
TB-0075,,404439,3675027,4665.21,T-04316,290,290,112QTBF,1619,-106.0253864,33.20992127
ED-0242,,574295,3579420,3155,,,,110ALVM,1620,-104.2104505,32.34923358
AR-0074,,238641,4087350,5742.77,SJ-03124,20,20,,1621,-107.933066,36.89597274
QY-0281,,624883,3890810,4000,,,,231CHNL,1622,-103.62895,35.15245774
AS-008,,446134,4042470,7510.67,RG-72426,320,320,,1623,-105.6016919,36.52609199
MI-0278,,473622,3957881,7093.63,,,80,326MGDL,1624,-105.2918186,35.76462454
BC-0245,,374266,3887900,6932.6,,,,,1625,-106.379967,35.12611899
TO-0040,,390382,3819440,6530,,,288,310YESO,1626,-106.1941861,34.51078669
TB-0082,,404028,3639936,4205.24,X,290,290,112QTBF,1627,-106.0261182,32.89340444
ED-0368,,588436,3549410,2910,,,,312CSTL,1628,-104.0629654,32.07750435
EB-001,,398529,3935208,6068.46,RG-39419,223,221,112ANCH/123GLST,1629,-106.1195944,35.55535011
TV-221,,444372,4015730,7844.8,X,31,31,123PICS,1630,-105.6194559,36.28493524
SO-0111,,320451,3831520,5189,,,,112SNTF,1631,-106.958248,34.60984251
QY-0662,,585904,3846270,5100,,151,151,121OGLL,1632,-104.0614172,34.75495905
BW-0479,,359597,3678740,4350,,,358,110ALVM,1633,-106.5069971,33.23850717
QY-0270,,624848,3893220,4050,,82,82,231CHNL,1634,-103.6289695,35.1741873
HS-034,,289285,3667819,4245.8,X,,20,,1635,-107.2587233,33.12864742
TO-0079,,390112,3822510,6430,,,198,310YESO,1636,-106.197523,34.53843756
SA-0148,,257360,3711873,6785.28,X,200,200,123DTMGrhydac,1637,-107.6124747,33.51892692
BW-0441,,411622,3624370,4105,,,130,110ALVM,1638,-105.9434495,32.75364825
QY-0411,,663931,3900910,3960,,244,244,231CHNL/231SNRS,1639,-103.1984083,35.23787777
HS-042,,289842,3667712,4241.91,X,,,,1640,-107.252732,33.12779108
BW-0485,,394445,3789080,6484,,,300,300YESO,1641,-106.1461964,34.23746873
DA-0076,,310008,3574090,4458,,,177,112SNTF,1642,-107.0175987,32.28749665
