PointID,SiteID,Easting,Northing,Altitude,OSEWellID,HoleDepth,WellDepth,FormationZone,ObjectID,x,y
MI-0145,,503565,3935418,6784.84,,,160,211DKOT/217PRGR,343,-104.9606708,35.56243557
BW-0451,,414794,3616540,4125,,,170,110ALVM,344,-105.9088754,32.68327474
AR-0110,,244588,4097170,5946.522,X,,,,345,-107.86972,36.98601237
PC-015,,368963,3907874,5859.2,X,100,100,231PFDFU,346,-106.4413324,35.30549339
AS-027,,451871,4042130,8245.46,RG-67222,100,100,,347,-105.5375912,36.52333302
BW-0022,,359395,3584420,4333,,,600,110ALVM,348,-106.4948525,32.38794657
SM-0234,,451517,3634745,6754.8,PN-703,260,260,300YESO,349,-105.518132,32.84971632
ED-0194,,569847,3585210,3160,,,,110ALVM,350,-104.2572903,32.4017494
BW-0677,,429856,3848830,6288.4,,,200,310YESO,351,-105.7666359,34.77924787
TB-0186,,418105,3718105,5621.84,T-01221,250,250,180TKSCC_Upper,352,-105.8826859,33.59955163
TB-0189,,413006,3714002,5339.3,T-01224,100,100,180TKSCC_Upper,353,-105.9372373,33.56214518
DA-0127,,352241,3556500,4200.1,,,977,112SNTF,354,-106.5665547,32.13523788
MI-0280,,496513,3955862,6538.86,,,,,355,-105.0385764,35.74676841
EB-144,,413750,3948232,6940.55,exempt,78,78,121TSUQs,356,-105.9530674,35.67420747
BW-0502,,394961,3726570,5245,,,370,300YESO,357,-106.1330968,33.67385545
SV-0137,,379805,3898959,6606.39,RG-66663,350,350,325MDER,358,-106.3208018,35.2264903
BW-0097,,426535,3722620,5735,,,,110ALVM/211MVRD,359,-105.7922066,33.64088551
QY-0560,,597603,3839390,4750,,90,90,121OGLL,360,-103.9344079,34.69187477
PB-0005,,377559,3937101,5198,X,12,12,,361,-106.3512017,35.57004366
EB-584,,407524,3949892,6733.88,RG-58878,760,760,121TSUQs,362,-106.0220457,35.68860817
QY-0130,,671071,3883700,3930,,71,71,231CHNL,363,-103.123543,35.08158205
BW-0332,,411327,3638280,4395.93,,,147,110ALVM,364,-105.9479297,32.87908447
SD-0043,,395921,3858400,6340.49,X,,,325MDER,365,-106.138655,34.86263001
SO-0082,,321580,3823570,5007,,,,112SNTF,366,-106.9442715,34.53838723
QY-0939,,595702,3872710,4370,,39,39,110AVMB,367,-103.9513557,34.99247318
SM-0237,,452646,3635627,6741.61,PN-00635,140,140,300YESO,368,-105.5061123,32.85772154
EB-149,,404388,3947589,6465.6,exempt,465,453,121TSUQs,369,-106.0564256,35.66754766
TO-0058,,466211,3812170,6210,,,148,310GLOR,370,-105.3678504,34.45050816
SV-0138,,380090,3899253,6707.15,RG-64552,450,450,325MDER,371,-106.3177136,35.22917475
BW-0206,,401794,3659280,4405,,,227,110ALVM,372,-106.0520673,33.06766749
QY-0005,,586354,3885080,4304.25,,55,55,110AVMB,373,-104.052486,35.10484427
BW-0141,,413888,3694090,5557,,,300,110ALVM,374,-105.9258244,33.38264019
EB-662,,407765,3939546,6482.5,RG-86221,1800,1140,121TSUQs,375,-106.0181985,35.59536101
WL-0152,,356540,3963133,8102,RG-30359 POD2,400,400,,376,-106.5877256,35.80184645
ED-0083,,611113,3604010,3450,,,,231DCKM,377,-103.8163353,32.56796099
SD-0086,,382935,3872140,7294.42,X,200,200,325MDER,378,-106.282621,34.98508705
SA-0062,3.34819E+14,208650,3745050,6802.9,X,,,112QTBF,379,-108.1471679,33.80554888
EB-077,,415810,3955990,7058.76,RG-52237,640,640,121TSUQsf,380,-105.9311203,35.74432533
BW-0427,,406403,3624730,4040,,,,110ALVM,381,-105.9991918,32.75646344
QY-0416,,657707,3905560,3900,,7,7,110ALVM,382,-103.2658888,35.28078654
MI-0013,,467267,3892046,5871.66,,,60,260SNAN,383,-105.3594689,35.17082784
TV-193,,441972,4023344,6917.6,RG-62319,200,200,112LAMA,384,-105.6467464,36.35343318
DA-0046,,297274,3585680,4605,,,75,,385,-107.1552219,32.38974709
SA-0025,3.40503E+14,218121,3775700,7182.13,X,,,050QUAL,386,-108.0548457,34.08415546
TO-0141,,396541,3838920,6215,,,256,112QTBF,387,-106.1294772,34.68706133
TB-0138,,409882,3635273,4279.01,T-04269,200,200,112QTBF,388,-105.9630817,32.85184543
MI-0233,,467930,3954178,7566.94,,,4,326MGDL,389,-105.3546377,35.73106848
ED-0325,,555464,3567260,3785,,,,110ALVM,390,-104.4112729,32.24063313
SA-0163,,253951,3722681,6394.37,RG-22137,105,50,050QUAL,391,-107.6521224,33.61552629
TO-0224,,398509,3847800,6230,,,268,112QTBF,392,-106.109065,34.76732198
TO-0365,,405710,3867080,6178.3,,,300,112QTBF,393,-106.0325567,34.94184551
EB-193,,416322,3958235,6919.3,RG-69660,340,340,121TSUQsa,394,-105.9256928,35.764608
ED-0052,,570981,3614310,3455,,,152,313CKBF,395,-104.2430343,32.66416749
AS-021,,450368,4042260,7876.7,RG-68698,140,140,,396,-105.5543868,36.5244281
SD-0019,,384454,3851450,6729.81,X,70,70,325MDER,397,-106.2631233,34.79873306
BW-0824,,424733,3843900,6115.49,,,56,112ANCH,398,-105.8221811,34.73442923
QY-0178,,616753,3894660,4060,,70,70,110AVMB,399,-103.7176418,35.18814227
BW-0241,,407107,3661640,4640,,,503,110ALVM,400,-105.9953977,33.08941924
TO-0286,,401792,3857060,6173.56,,,250,112QTBF,401,-106.0742783,34.8511329
QU-056,,446068,4066463,7631.9,RG-70346,160,160,,402,-105.6041152,36.74237283
QY-0244,,608767,3889620,4130,,324,324,220ENRD,403,-103.8060036,35.14360247
BW-0356,,407603,3631420,4119,,,300,110ALVM,404,-105.9870492,32.81690435
BW-0066,,364699,3541510,4043.8,,,1209,110ALVM,405,-106.4324023,32.00161034
EB-123,3.54053E+14,414198,3949035,6963.63,RG-01114,1159,860,121TSUQs/121TSUQsa,406,-105.9482033,35.68148575
QY-0847,,589041,3858920,5200,,143,143,121OGLL,407,-104.0258049,34.86874775
BW-0420,,411231,3626800,4191,,,315,110ALVM,408,-105.9478552,32.7755341
DA-0071,,283762,3577550,4410,,,18,050QUAL,409,-107.2969201,32.31392574
EB-290,,409264,3956135,6853,RG-28064 X,750,750,121TSUQsf,410,-106.0035235,35.74505044
SD-0141,,374854,3885880,6590.32,X,25,25,110ALVM,411,-106.3732096,35.10798265
ED-0349,,580418,3557060,3100,,,,312CSTL,412,-104.1472722,32.14711211
SO-0010,,361559,3800160,6319,,,145,310ABO,413,-106.5049791,34.33350176
QU-015,,440569,4062579,7652,X,632,630,,414,-105.6654051,36.70703291
SA-0156,,253853,3720940,6333.21,RG-22136 POD1,165,165,050QUAL,415,-107.6526969,33.59981758
QY-0927,,589275,3874140,4430,,259,259,231CHNL,416,-104.0216166,35.00595407
EB-089,,413650,3957860,6905.56,RG-37587,535,535,121TSUQs,417,-105.9552076,35.76099625
TO-0044,,409364,3820500,6094.74,,,90,112QTBF,418,-105.9875392,34.52219087
CX-0152,,525948,4031360,6085,,,30,211PIRR,419,-104.7105383,36.42709964
ED-0040,,561686,3622240,3307.82,,,80,110ALVM,420,-104.3416296,32.73625653
TC-237,,416015,4096990,7873.15,CO-112858 A,337,337,,421,-105.9440933,37.01533994
TB-0110,,431136,3720433,5974.31,T-02762,148,148,112QTBF,422,-105.7424271,33.62146952
TO-0472,,407605,3878310,6240.42,,,63,310GLOR,423,-106.0130548,35.04327026
DA-0173,,311965,3530170,4120,,,,112SNTF,424,-106.9882304,31.89183487
MI-0140,,483770,3935403,6489.2,,,,211DKOT/217PRGR,425,-105.1791029,35.56217371
BC-0059,,381263,3890240,6708,S-02066,,343,,426,-106.3035279,35.14806381
BW-0378,,407579,3629790,4090,,,209,110ALVM,427,-105.987143,32.80220085
DA-0012,,340140,3618290,4500,,,,112SNTF,428,-106.7052529,32.69076081
QY-0146,,589619,3889740,4250,,45,45,110AVMB/231CHNL,429,-104.0161601,35.14657321
TO-0242,,414520,3847630,6080,,,,112QTBF,430,-105.9341081,34.76725714
SD-0091,,385863,3870740,7209.08,X,180,180,325MDER,431,-106.2503556,34.97280023
EB-128,,414020,3957360,6972.9,RG-34114,400,400,121TSUQa,432,-105.9510616,35.75652115
MI-0206,,510676,3936152,6412.55,,,80,211DKOT/217PRGR,433,-104.8821932,35.5690026
ED-0095,,559498,3590670,3432,,,70,313CLBD,434,-104.3669863,32.45160262
AR-0099,,241689,4091530,5823.04,SJ-02083,23,23,,435,-107.9003262,36.9344444
EB-241,3.53933E+14,408198,3946616,6595.33,RG-13528,50,50,121TSUQs,436,-106.014224,35.65913798
SD-0163,,373801,3882230,6319.58,X,79,79,310ABO,437,-106.3842048,35.0749477
TV-199,,437863,4024095,6712.81,RG-87207,400,400,120SRVBf,438,-105.6925993,36.35994662
MI-0142,,495322,3934610,6810.05,,,,211DKOT/217PRGR,439,-105.0516256,35.55514551
SV-0039,,378306,3901525,6452.98,RG-80954,345,340,310ABO,440,-106.3376498,35.24944099
PB-0008,,377541,3936509,5199,X,,,,441,-106.3513107,35.5647051
ED-0340,,543203,3549720,3970,,,230,110ALVM,442,-104.5422082,32.08293893
EB-233,3.53638E+14,412297,3941297,6792.4,RG-49910,400,400,121TSUQs,443,-105.9683662,35.61155898
EB-117,,415550,3943525,7066.82,RG-35297,465,465,121TSUQa,444,-105.9326864,35.63192839
WL-0004,,393180,4023664,6910.53,RG-85433,32,32,,445,-106.1905077,36.35213741
SA-0108,,253769,3716768,6469.82,RG-77851,125,125,112QTBFpd,446,-107.6524503,33.56220914
ED-0257,,595689,3579770,3020,,,65,110ALVM,447,-103.983081,32.35076266
MI-0298,,463893,3966493,7488.03,,,149,,448,-105.3998333,35.84196125
MI-0068,,604438,3915358,4022.26,,,142,220ENRD,449,-103.8502442,35.37609561
QY-0006,,580896,3883440,4360.85,,58,58,231CHNL,450,-104.1125278,35.09051094
BC-0016,,366513,3880580,5818,,,,,451,-106.4638539,35.05913537
TO-0124,,376389,3838280,7055,,,245,325MDER,452,-106.3493345,34.67905445
TO-0387,,381323,3876400,7150,,,45,325MDER,453,-106.3008866,35.02330356
SO-0133,,327795,3763488,4572.1,X,49,19,,454,-106.8645826,33.99788515
BW-0010,,369221,3595660,3950,,,,110ALVM,455,-106.391972,32.49051014
QY-0936,,596958,3873990,4345,,43,43,110AVMB,456,-103.937446,35.00389387
MI-0268,,571122,3950846,4699.42,,,20,110AVMB,457,-104.2138688,35.69898136
CX-0058,,563493,4025290,6225,,,148,211GRRG,458,-104.2922095,36.37063071
SO-0272,,328651,3763918,4569.14,X,6,6,,459,-106.8554027,34.00190135
ED-0143,,572618,3589730,3115,,,220,313CLBD,460,-104.2274797,32.44234449
QU-064,,459975,4062472,8455.51,X,39,39,,461,-105.4481355,36.70708448
SV-0030,,377508,3899590,6688.12,RG-68733,425,425,325MDER,462,-106.3461308,35.2319005
TB-0091,,406684,3643831,4328.58,T-03245,190,190,112QTBF,463,-105.9981188,32.92876376
BW-0682,,589495,3888660,4241.94,,,2420,310YESO,464,-104.0176382,35.13684708
QY-0744,,628390,3848060,4680,,129,129,121OGLL,465,-103.5970423,34.76663416
QY-0607,,600849,3833000,4720,,91,91,121OGLL,466,-103.8997366,34.63394578
EB-196,,417593,3961707,7115.8,RG-48994,700,700,121TSUQa,467,-105.9119915,35.79601592
BW-0435,,406772,3620300,4013,,,100,110ALVM,468,-105.9948091,32.71653887
QY-0295,,634396,3895970,4030,,125,125,231CHNL,469,-103.523698,35.19774422
QY-0633,,601795,3837030,4690,,114,114,121OGLL,470,-103.8889326,34.67018777
EB-138,,404216,3946481,6460.45,RG-77280,735,735,121TSUQs,471,-106.0581939,35.65754245
SO-0047,,332905,3816880,4807,,,137,112SNTF,472,-106.8196071,34.47998849
QY-0921,,656521,3864850,4700,,216,216,121OGLL/210CRCS,473,-103.2866206,34.91404393
BW-0232,,403823,3657230,4415,,,240,110ALVM,474,-106.0301188,33.04936035
SM-0255,,425863,3616144,6488.99,X,,,325GBLR,475,-105.7907847,32.68050257
EB-118,,416110,3943840,7153.12,RG-67398,600,600,123GLST,476,-105.9265352,35.63481594
SO-0079,,313109,3815950,5584.46,,,30,410PRCG,477,-107.0348604,34.46820793
TO-0363,,402140,3859750,6240,,,228,325MDER,478,-106.0707866,34.87541969
TO-0378,,417528,3859160,6185,,,180,310GLOR,479,-105.9023743,34.87146617
QY-0476,,661531,3933960,4180,,179,179,121OGLL,480,-103.2182325,35.53613087
TO-0292,,398027,3853740,6265,,,,112QTBF,481,-106.115052,34.82082915
EB-084,,410076,3942848,6642.09,RG-63499,263,263,121TSUQs,482,-105.9930586,35.62534193
SD-0075,,376894,3876120,7109.39,X,35,35,325MDER,483,-106.3493818,35.02024932
QY-0722,,623680,3844900,4740,,114,114,121OGLL,484,-103.6489615,34.73872796
QY-0234,,613487,3890920,4160,,92,92,221MRSN/220ENRD,485,-103.7540211,35.15480049
HS-109,,289366,3668451,4318.7,X,,,,486,-107.2580015,33.13435947
SA-0043,3.35431E+14,240777,3755558,6913.17,X,,,112QTBF,487,-107.8036122,33.90857299
QY-0982,,656267,3878060,4130,,43,43,110AVMB,488,-103.2869219,35.03315071
WL-0118,,578399,3572831,3141,C-00518,,,,489,-104.1673837,32.28951762
ED-0213,,576729,3584850,3080,,,119,110ALVM,490,-104.1841458,32.39804961
BC-0293,,375243,3885510,6577,,,,,491,-106.3688865,35.10469548
HS-012,,289524,3667924,4246.553,HS-00001,110,110,,492,-107.2561873,33.12964021
PC-038,,370917,3907656,6130,RG-65295,95,95,318ABO,493,-106.4198112,35.30378252
TV-194,,442432,4026017,6809.19,X,100,100,112LAMA,494,-105.6418178,36.37755745
DA-0140,,338411,3549660,3890,,,718,112SNTF,495,-106.7119755,32.07165816
QY-0378,,634312,3902600,4040,,177,177,231CHNL,496,-103.523538,35.25751897
AH-055,,437700,4041845,6911.96,RG-87489,500,500,,497,-105.6958432,36.51994551
EB-143,,413896,3948821,6940.65,exempt,73,73,121TSUQs,498,-105.9515173,35.67953018
BC-0235,,374859,3886090,6606.2,,,,,499,-106.3731865,35.10987636
TO-0308,,401354,3851020,6160,,,129,112QTBF,500,-106.0783586,34.79663324
SM-0065,,449344,3630348,7251.24,PN-00879,40,40,300YESO,501,-105.5411127,32.8099561
BC-0247,,377844,3892010,6797.41,S-02775 POD3,450,434,,502,-106.3413153,35.16361032
TV-228,,441481,4025615,6796.77,RG-78246,140,140,112LAMA,503,-105.6523893,36.37387607
ED-0369,,590089,3546160,2940,,,,312CSTL,504,-104.0457572,32.0480571
QU-106,,446869,4062297,7465.21,X,30,30,,505,-105.5948537,36.70486419
TO-0195,,441296,3833480,6372.33,,,250,400PREC,506,-105.6405441,34.64155538
QY-0769,,617493,3854460,4890,,146,146,121OGLL,507,-103.7151954,34.82564696
SA-0200,,267360,3704376,5538.38,RG-32700,125,125,123DTMGrhydac,508,-107.5029527,33.45359482
TO-0110,,409421,3825290,6066.11,,,100,112QTBF,509,-105.9874283,34.56538626
SM-0246,3.25237E+14,483389,3637731,5262.31,PN-00058,365,22,260SNAN,510,-105.1775824,32.87759839
BW-0496,,387169,3732610,5775,,,,300YESO,511,-106.2179039,33.72752091
TO-0347,,400053,3867120,6285.41,,,425,112QTBF,512,-106.0945002,34.94166385
ED-0250,,578779,3579200,3090,,,,110ALVM,513,-104.16282,32.34694185
MI-0110,,548836,3916663,4436.31,,,50,231SNRS,514,-104.4622548,35.3921364
QY-0267,,626860,3895120,4070,,147,147,231CHNL,515,-103.6065878,35.19106276
BW-0672,,377738,3808250,6378.5,,,26,310YESO,516,-106.3302971,34.40847587
EB-107,3.54401E+14,412977,3954837,7167.52,RG-45127,640,640,121TSUQs,517,-105.9623233,35.73368441
SA-0112,,234542,3768235,6998.67,X,305,305,112QTBFppm,518,-107.8748152,34.02120954
SD-0232,,393943,3879290,6540.63,X,274,274,325MDER,519,-106.1629485,35.05076238
HS-049,,289965,3667714,4239.85,HS-00450,43,43,,520,-107.2514149,33.12783293
QU-007,,449270,4065524,7893.37,RG-93588,251,251,,521,-105.5681881,36.73408498
SO-0104,,369662,3812950,5835,,,21,310ABO,522,-106.418862,34.44986179
QY-0933,,584352,3876960,4500,,267,267,231CHNL,523,-104.0752767,35.03180272
TO-0398,,404218,3877290,6239.53,,,550,112QTBF,524,-106.0500678,35.03375833
SD-0246,,376029,3891130,7000.8,X,127,127,231SNRS,525,-106.3611073,35.15545516
ED-0120,,566590,3588410,3240,,,,110ALVM,526,-104.2916959,32.43081442
TV-301,,443954,4020825,7140.39,RG-95474,1206,1185,122CRTO,527,-105.6244764,36.33084218
UC-0079,3.55302E+14,669227,3972488,4406.75,X,146,146,121OGLL,528,-103.1252656,35.88204457
PC-106,,370120,3910216,5847,RG-61624,530,530,122SNTFP,529,-106.4289811,35.32675554
AH-030,,438973,4041635,6990.98,RG-59412,295,295,,530,-105.6816093,36.51813455
AR-0058,,235190,4084200,5677.81,SJ-02656,21,21,,531,-107.9706476,36.86665301
TV-181,,443750,4025324,6865.07,RG-35970,150,150,112LAMA,532,-105.6270744,36.3713882
MI-0002,,457126,3881155,6474.76,,,670,321SGDC,533,-105.4702651,35.07224252
AR-0084,,237693,4086178,5732.38,X,,,,534,-107.9432865,36.8851586
CX-0070,,574897,4024220,6107,,,100,121OGLL ,535,-104.1651955,36.36016451
MI-0200,,494475,3940436,6823.65,,,100,211DKOT/217PRGR,536,-105.061011,35.60767168
ED-0367,,581474,3545000,3050,,,,312CSTL,537,-104.1370989,32.03824707
TO-0324,,420863,3850740,6155.68,,,173,310GLOR,538,-105.8650938,34.79581122
TO-0108,,407227,3826530,6084.57,,,33,112QTBF,539,-106.0114776,34.57637114
NM-26934,,370684,3908311,5941.7,RG-63893,60,60,210MNCSL,540,-106.4224767,35.3096567
SD-0274,,383301,3890230,6833.35,X,105,105,325MDER,541,-106.281158,35.14821227
SM-0076,,455411,3639460,6573.94,PN-00968,400,400,300YESO,542,-105.4767469,32.8924122
TO-0271,,404026,3858540,6140,,,56,112QTBF,543,-106.0500145,34.86469016
TB-0098,,418884,3722069,5480.12,X,150,150,180TKSCC_Upper,544,-105.8746516,33.6353603
QY-0994,,664925,3877210,3985.48,,20,20,110ALVM,545,-103.1922176,35.02411288
QY-0387,,643463,3899500,3790,,19,19,110ALVM,546,-103.4235163,35.22830756
BC-0255,,375761,3890480,7000.6,S-02208 POD2,450,450,,547,-106.3639512,35.14956254
MI-0026,,456034,3897818,6344.92,,,62,300YESO,548,-105.4831293,35.22244413
TO-0315,,409543,3852470,6107.97,,,120,112QTBF,549,-105.9890091,34.81046719
BC-0022,,366372,3880590,5789,RG-36085,185,185,,550,-106.4654013,35.05920685
EB-215,3.52902E+14,402167,3927243,6143.2,X,,,123ESPN,551,-106.0784998,35.48391115
BW-0510,,398313,3792140,6340,,,55,110ALVM,552,-106.1045625,34.26544576
QY-0009,,579954,3878980,4440,,29,29,110AVMB,553,-104.1232913,35.05037353
AH-044,,439592,4043230,6759.31,RG-83538,150,150,,554,-105.6748211,36.53255203
AR-0005,,233838,4080950,5642.35,SJ-03939,,62,,555,-107.984657,36.83701533
QY-0961,,611744,3877830,4160,,38,38,110AVMB,556,-103.7749204,35.0369864
CX-0106,,543010,4079060,6555,,,59,110ALVM,557,-104.5175282,36.85648563
QY-0895,,622268,3859760,4394.35,,28,28,231CHNL,558,-103.6622188,34.87286497
EB-235,3.53654E+14,418894,3941672,7487.01,X,,,400EMBD,559,-105.8955726,35.61550311
PC-123,,360931,3909330,5188,X,,,112SNTFOB,560,-106.5298991,35.31753235
TB-0228,,430864,3710268,7220.64,X,,,120TSBV_Upper,561,-105.7445717,33.529776
WL-0156,,363386,3908867,5423,,,,,562,-106.5028229,35.31369759
AR-0038,,221948,4074690,5442.91,X,,35,,563,-108.115526,36.7772464
EB-439,,420929,3929690,6858.6,RG-34171,462,462,221MRSN,564,-105.8719338,35.50764364
BW-0693,,472313,3689840,5499.81,,,56,310YESO,565,-105.2975651,33.3474024
UC-0136,3.60453E+14,641575,3994104,4954.69,X,210,210,221MRSN,566,-103.4276279,36.08125079
WS-007,3.24924E+14,381332,3632407,3967.5,?,25,25,110AVMB,567,-106.2677653,32.82327875
AR-0071,,234364,4082272,5657.35,X,,,,568,-107.9792279,36.84906446
TV-122,,441974,4023904,6881.29,RG-81894,160,160,112LAMA,569,-105.6467659,36.35848161
CX-0086,,574307,4018720,6270,,,185,121OGLL ,570,-104.1722959,36.31063055
QY-0885,,626350,3866080,4219.39,,69,69,231CHNL,571,-103.6166119,34.92933994
SM-0142,,469136,3632507,6574.65,X,856,856,300YESO,572,-105.3297721,32.83016649
BC-0267,,375281,3888230,6871,S-02729,,,,573,-106.3688798,35.12922014
BC-0078,,375168,3889960,7026,S-01674,205,205,,574,-106.3703811,35.14480148
QY-0103,,650280,3885140,4060,,124,124,231CHNL,575,-103.3512471,35.09787577
BW-0867,,380415,3811290,6417.54,,,22,110AVMB,576,-106.3016011,34.43619766
TO-0200,,374619,3842060,7280,,,8,325MDER,577,-106.3692121,34.71291695
QU-089,,445860,4062332,7557.87,X,265,255,,578,-105.6061522,36.70512272
AR-0016,,230933,4078710,5573.11,SJ-01722,20,20,,579,-108.0163995,36.81602853
TB-0183,,411557,3711618,5501.39,X,142,142,180TKSCC_Upper,580,-105.9526102,33.54052632
TV-169,,443870,4027780,6788.38,X,,,120SRVB,581,-105.6259142,36.39353564
QY-0740,,634328,3841630,4600,,150,150,121OGLL,582,-103.5331988,34.70790368
SD-0100,,377413,3871030,7481.17,X,,,325MDER,583,-106.3429444,34.97442628
BC-0271,,374882,3888570,7031,S-02402,,320,,584,-106.3733094,35.13223559
PC-089,,369974,3909011,5809.8,X,115,115,210MNCSU,585,-106.4303956,35.3158745
ED-0266,,605758,3585790,3130,,,77,312RSLR,586,-103.8754178,32.40415225
QY-0768,,600850,3856940,4580,,68,68,110ALVM/231CHNL,587,-103.89686,34.84979242
TO-0051,,437017,3818280,6355.69,,,253,410PRCG,588,-105.6861036,34.50423633
MI-0101,,533348,3925632,5211.5,,,57,231SNRS,589,-104.6324289,35.47364513
EB-061,,420208,3936150,7226.23,RG-55927,340,340,400EMBD,590,-105.8805198,35.56582653
ED-0366,,574935,3548050,3185,,,,110ALVM,591,-104.2061116,32.06621312
EB-585,,403853,3955866,6467.57,X,,,121TSUQs,592,-106.0633264,35.74211144
BW-0358,,408846,3632220,4166,,,312,110ALVM,593,-105.9738512,32.82422379
SV-0002,,378735,3900491,6480.81,RG-66894,225,225,325MDER,594,-106.3327829,35.24017189
SA-0029,3.40118E+14,249289,3768062,6966.45,RG-39324,259,259,112QTBF,595,-107.7152233,34.0232799
ED-0251,,579248,3578710,3085,,,245,110ALVM,596,-104.1578773,32.3424887
TO-0471,,406325,3879480,6237.19,,,232,310GLOR,597,-106.0272192,35.05370089
TO-0289,,399028,3855470,6255,,,231,325MDER,598,-106.1043165,34.83652668
PC-009,,367974,3907951,5867.6,RG-25304,190,190,211MENFL,599,-106.4522201,35.30605735
BW-0212,,402200,3658870,4415,,,250,110ALVM,600,-106.0476747,33.06400641
QY-0974,,637415,3875220,4150,,41,41,110ALVM,601,-103.4939901,35.01029166
SD-0052,,383603,3867090,7279.03,X,,,325MDER,602,-106.2745985,34.93963708
SV-0006,,377472,3900270,6600.96,RG-67952,200,200,325MDER,603,-106.3466276,35.23802603
QY-0569,,597714,3830150,4770,,96,96,121OGLL,604,-103.9342631,34.60855266
WL-0115,,636376,4033001,5451,CT-01370,205,205,211DKOT,605,-103.4785674,36.43254909
TO-0351,,403820,3864440,6182.56,,,200,112QTBF,606,-106.0529464,34.91786555
TV-286,,440850,4019903,7328,RG-80427,1220,1200,122CRTO,607,-105.6589893,36.32234479
BW-0347,,403147,3635520,4150,,,200,110ALVM,608,-106.0350733,32.85349852
DA-0123,,350292,3557790,4209,,,,112SNTF,609,-106.5874128,32.14661391
MI-0178,,466076,3944229,7520.21,,,210,326MGDL,610,-105.374719,35.6413039
EB-518,,414156,3934932,6676.24,RG-18529,350,350,121TSUQa,611,-105.9471669,35.55433957
PC-095,,368055,3906585,6171,?,225,225,231PFDFU,612,-106.4511095,35.29375479
BC-0146,,357899,3895990,5359,RG-60927,760,758,,613,-106.5609354,35.19686304
DA-0119,,304469,3560150,4425,,,,,614,-107.0735302,32.16086633
SA-0068,3.34109E+14,252029,3730435,6637.95,X,250,250,112QTBFpd,615,-107.6749814,33.68494078
BC-0001,,380426,3869770,7438,E-06373,364,364,,616,-106.3097641,34.96342774
DA-0018,,290302,3603630,4980,,,,112SNTF,617,-107.2332874,32.55026465
AR-0048,,222819,4074140,5577.94,SJ-03143 POD2,40,40,,618,-108.1055797,36.77255067
QY-0817,,632377,3853460,4720,,121,121,121OGLL,619,-103.5526365,34.8148047
ED-0167,,550995,3579460,3850,,,35,313CLBD,620,-104.4580539,32.35090129
DA-0073,,291336,3572880,4360,,,200,,621,-107.215496,32.27326572
TB-0300,,401670,3667675,4424.54,T-03900,258,258,,622,-106.0542993,33.14336824
PP-018,,434756,4003955,7445,X,180,180,,623,-105.7255464,36.17818253
SD-0263,,377203,3891730,6866.93,X,136,136,110ALVM/231CHNL,624,-106.3483102,35.16100808
DA-0161,,339457,3534600,4100,,,,,625,-106.6983915,31.9359989
BW-0389,,410861,3631640,4187.26,,,250,110ALVM,626,-105.9522707,32.81915816
WL-0017,,176595,3805560,6884,G-00234 POD5,393,210,,627,-108.5153432,34.34093972
ED-0354,,584293,3551840,2970,,,60,312CSTL/312RSLR/110ALVM,628,-104.1066456,32.0997414
WL-0183,,439515,3929338,6770,UP-01865,260,260,,629,-105.6669721,35.50577714
BW-0845,,399483,3633920,4076.92,,,110,112ANCH,630,-106.0740506,32.83873808
QY-0612,,602493,3838100,4690,,128,128,121OGLL,631,-103.8811856,34.67976544
AS-030,,451876,4041590,8160.32,RG-55519,225,225,,632,-105.5375017,36.51846531
BW-0457,,373147,3586390,4020,,,1010,110ALVM,633,-106.348949,32.40736235
NM-26926,,369463,3910581,5702.3,RG-49263,295,295,112SNTFP,634,-106.4362657,35.32996005
BC-0176,,378818,3885670,6878,S-01779,400,400,,635,-106.3296933,35.10657439
SO-0073,,324399,3812180,4939,,,190,112SNTF,636,-106.9112238,34.43621244
TO-0302,,402051,3852200,6146.81,,,100,112QTBF,637,-106.0708782,34.80733957
QY-0647,,610116,3833700,4600,,29,29,121OGLL,638,-103.7985605,34.63930309
TO-0374,,411284,3859160,6137.76,,,30,112QTBF,639,-105.9706844,34.87094
DA-0112,,335273,3568090,3860,,,510,112SNTF,640,-106.7483789,32.23739519
BC-0250,,373605,3885570,6820.13,S-01037,160,160,,641,-106.3868637,35.10503212
WL-0170,,550507,3737120,3799,RA-08757,,,,642,-104.454538,33.77299847
EB-051,,418290,3941600,7349.22,RG-52333,400,400,400EMBD,643,-105.9022339,35.61480425
QY-0409,,663116,3907860,3840,,167,167,231CHNL,644,-103.2059804,35.30064839
MI-0203,,511304,3941047,6461.06,,,,211DKOT/217PRGR,645,-104.8751943,35.61313159
BW-0388,,411261,3632040,4212,,,244,110ALVM,646,-105.9480364,32.82279834
TO-0199,,461888,3833890,6110,,,24,310YESO,647,-105.4158846,34.64622578
QY-0070,,626241,3881880,4130,,140,140,231CHNL,648,-103.6154073,35.07178745
QY-0481,,661575,3931540,4040,,93,93,121OGLL,649,-103.2182296,35.51431397
TB-0173,,417415,3721889,5433.46,T-02191,148,148,210GLUPC_Lower,650,-105.8904729,33.63362395
WL-0167,,563763,3716150,3738,X,43,43,,651,-104.3128884,33.5831597
TO-0395,,393202,3870000,6572.55,,,88,325MDER,652,-106.169879,34.96692983
TO-0152,,402041,3838090,6123.85,,,240,112QTBF,653,-106.0693467,34.68011937
QY-0838,,645374,3854350,4600,,225,225,121OGLL,654,-103.4104231,34.82105431
