PointID,SiteID,Easting,Northing,Altitude,OSEWellID,HoleDepth,WellDepth,FormationZone,ProjectName,MonitoringStatus,ObjectID,x,y
BC-0002,,380541,3868940,7411,E-04316,360,360,,Water Level Network,H,1,-106.3083858,34.95595875
BC-0003,,373153,3883460,6527,S-00435 X,305,305,,Water Level Network,H,2,-106.3914987,35.08595441
BC-0007,,374881,3887740,6833,S-01102,420,420,,Water Level Network,H,3,-106.3731948,35.1247533
BC-0009,,374717,3888080,6893,S-01524 POD2,,540,,Water Level Network,H,4,-106.3750458,35.12779788
BC-0010,,374708,3888070,6890,S-01524,270,270,,Water Level Network,H,5,-106.375143,35.12770661
BC-0011,350726000000000,374845,3887660,6813,S-0082,260,260,231CHNL,Water Level Network,H,6,-106.3735777,35.12402765
BC-0012,350726000000000,374656,3887650,6812,S-00399,160,160,231SNRS,Water Level Network,H,7,-106.3756499,35.12391398
BC-0015,,366258,3880280,5844,,,,,Water Level Network,H,8,-106.4666011,35.05639728
BC-0017,,368407,3881590,6087,RG-25214,108,108,,Water Level Network,H,9,-106.4432501,35.06848884
BC-0018,,368444,3882170,6243,RG-30171,145,145,,Water Level Network,H,10,-106.4429365,35.07372206
BC-0034,350531000000000,374292,3884100,6478,S-00624,160,160,211MVRD,Water Level Network,H,11,-106.3791044,35.09186653
BC-0042,,381561,3889410,6795,S-01283 POD2,340,340,,Water Level Network,H,12,-106.3001381,35.14061659
BC-0043,,377155,3889940,6988,S-01042,580,580,,Water Level Network,H,13,-106.3485708,35.14486589
BC-0049,,378897,3892580,6688,S-01900,190,190,,Water Level Network,H,14,-106.3298395,35.16887619
BC-0050,,377857,3890050,6902,S-01698,325,325,,Water Level Network,H,15,-106.3408826,35.14594302
BC-0051,,377718,3888900,6941,S-00379,245,245,,Water Level Network,H,16,-106.3422379,35.13555916
BC-0058,,377820,3886240,6669,S-00363,,216,,Water Level Network,H,17,-106.3407255,35.11159224
BC-0060,,378791,3892370,6694,,,,,Water Level Network,H,18,-106.3309723,35.16697031
BC-0061,,378097,3888920,6922,S-01936,245,245,,Water Level Network,H,19,-106.3380818,35.13578546
BC-0065,,379478,3888010,6820,S-02153,400,400,,Water Level Network,H,20,-106.3227941,35.12774837
BC-0067,,382340,3889830,6777,,,,,Water Level Network,H,21,-106.2916487,35.1444943
BC-0068,,378720,3892390,6702,S-02659 CLW,360,360,,Water Level Network,H,22,-106.3317547,35.16714204
BC-0073,,375760,3890480,7000,S-02208,,290,,Water Level Network,H,23,-106.3639622,35.14956242
BC-0076,,374918,3888580,7009,S-01769,285,285,,Water Level Network,H,24,-106.3729159,35.13233021
BC-0079,,375163,3889960,7025,S-01674,400,400,,Water Level Network,H,25,-106.370436,35.14480086
BC-0080,,375583,3890660,7063,S-01531 POD2,500,500,,Water Level Network,H,26,-106.365932,35.15116317
BC-0081,,375584,3890660,7063,S-01531,320,320,,Water Level Network,H,27,-106.365921,35.15116329
BC-0082,,375467,3892640,7101,RG-84584,,40,,Water Level Network,H,28,-106.3675039,35.16899777
BC-0085,,377263,3892360,6840,S-00963,97,97,,Water Level Network,H,29,-106.3477453,35.16669467
BC-0087,,375372,3889220,6902,S-01469 POD2,340,340,,Water Level Network,H,30,-106.3680306,35.13815594
BC-0088,,376883,3892730,6932,S-02548,245,245,,Water Level Network,H,31,-106.3519721,35.16998361
BC-0109,,382506,3869000,7263,E-04761,320,320,,Water Level Network,H,32,-106.2868774,34.95672957
BC-0112,,381302,3870470,7277,E-04500,200,200,,Water Level Network,H,33,-106.3002707,34.96984145
BC-0123,,366940,3881580,5991,,,,,Water Level Network,H,34,-106.4593332,35.0682062
BC-0126,,366729,3881760,6058,RG-52935 POD 2,365,365,,Water Level Network,H,35,-106.4616755,35.06980093
BC-0130,,384155,3873160,7263,E-08248 S5,385,385,,Water Level Network,H,36,-106.2693991,34.99442305
BC-0131,,378174,3876170,7306,RG-66386,360,360,,Water Level Network,H,37,-106.3353624,35.02085524
BC-0144,,358397,3895580,5423,RG-60930,,720,,Water Level Network,H,38,-106.5553964,35.19323775
BC-0149,,375768,3891570,7090,S-02408,290,290,,Water Level Network,H,39,-106.3640384,35.15938938
BC-0152,,379374,3891380,6676,S-00063,125,125,,Water Level Network,H,40,-106.3244274,35.15811583
BC-0155,,381831,3891470,6959,S-01992,490,490,,Water Level Network,H,41,-106.2974698,35.15921905
AR-0209,,233169,4081107,5642.323,X,19,19,110ALVM,Water Level Network,D,42,-107.9922048,36.8382402
BC-0004,,373429,3883630,6611,S-01016,360,360,,Water Level Network,H,43,-106.3884978,35.0875216
BC-0006,,374870,3887490,6781,S-00970,,200,,Water Level Network,H,44,-106.3732776,35.12249827
BC-0013,350728000000000,374849,3887700,6824,S-00081,140,140,,Water Level Network,H,45,-106.3735398,35.12438874
BC-0016,,366513,3880580,5818,,,,,Water Level Network,H,46,-106.4638539,35.05913537
BC-0019,,368412,3881650,6105,RG-92869 POD1,,,,Water Level Network,H,47,-106.4432048,35.06903036
BC-0020,,368494,3881450,6043,RG-54787,,,,Water Level Network,H,48,-106.442274,35.06723816
BC-0025,,368290,3882280,6266,RG-36005,,180,,Water Level Network,H,49,-106.4446426,35.07469354
BC-0027,,377160,3888990,7126,S-02676 POD1,,790,,Water Level Network,H,50,-106.3483747,35.1363025
BC-0028,,381202,3890240,6703,,,,,Water Level Network,H,51,-106.3041974,35.14805661
BC-0044,,380992,3886540,6861,S-00507,240,240,,Water Level Network,H,52,-106.3059696,35.11467665
BC-0046,,378221,3886440,6812,,,,,Water Level Network,H,53,-106.3363557,35.11344378
BC-0052,,379766,3890580,6858,,,,,Water Level Network,H,54,-106.3200079,35.15095095
BC-0053,,380995,3886660,6851,S-01302,240,240,,Water Level Network,H,55,-106.3059539,35.1157588
BC-0055,,376424,3885340,6558,S-01173,160,160,,Water Level Network,H,56,-106.355906,35.10330859
BC-0057,,377903,3888790,6910,S-00858,225,225,,Water Level Network,H,57,-106.3401915,35.13459001
BC-0059,,381263,3890240,6708,S-02066,,343,,Water Level Network,H,58,-106.3035279,35.14806381
BC-0062,,381483,3889380,6785,S-01814,325,325,,Water Level Network,H,59,-106.3009899,35.14033696
BC-0063,,378918,3888420,6856,S-02071,385,385,,Water Level Network,H,60,-106.328999,35.13137721
BC-0069,,378755,3892670,6700,S-01455,100,100,,Water Level Network,H,61,-106.3314116,35.16967039
BC-0074,,377251,3892680,6864,S-02552,305,305,,Water Level Network,H,62,-106.3479246,35.16957791
BC-0083,350901000000000,375866,3890560,6986,S-00609,300,300,231SNRS,Water Level Network,H,63,-106.3628108,35.15029669
BC-0086,,375219,3890010,7025,S-01659 POD2,440,422,,Water Level Network,H,64,-106.3698289,35.14525854
BC-0089,,375211,3888430,6900,,,,,Water Level Network,H,65,-106.3696781,35.1310144
BC-0090,,374926,3888900,6949,S-00428 POD3,300,300,,Water Level Network,H,66,-106.3728766,35.13521589
BC-0091,,375096,3888410,6987,,,,,Water Level Network,H,67,-106.370937,35.13081983
BC-0095,,375220,3892780,7167,,,,,Water Level Network,H,68,-106.3702367,35.17022917
BC-0097,,377307,3892580,6853,S-02510,245,245,,Water Level Network,H,69,-106.347295,35.16868328
BC-0098,350930000000000,376810,3891430,6877,S-02614,180,180,231CHNL,Water Level Network,H,70,-106.3525795,35.15825558
BC-0104,,384986,3872860,7232,E-07265,200,200,,Water Level Network,H,71,-106.2602538,34.99181333
BC-0114,,377303,3871320,7498,RG-54674,260,260,,Water Level Network,H,72,-106.3441919,34.97702729
BC-0119,,379457,3867660,7648,E-09520,,800,,Water Level Network,H,73,-106.3200705,34.94429094
BC-0122,,381500,3868580,7361,E-00834,,260,,Water Level Network,H,74,-106.2978336,34.95282596
BC-0125,,366777,3881930,6117,RG-34834,300,300,,Water Level Network,H,75,-106.4611766,35.07133972
BC-0127,,366798,3881820,6070,RG-73676,240,240,,Water Level Network,H,76,-106.4609286,35.07035091
BC-0128,,380688,3883880,7113,S-01632,740,740,,Water Level Network,H,77,-106.3089214,35.09066096
BC-0133,,382118,3890830,6972,S-02021,,400,,Water Level Network,H,78,-106.2942279,35.15348321
BC-0136,,381893,3891130,6824,S-02723,405,402,,Water Level Network,H,79,-106.2967405,35.15616127
BC-0141,,358638,3895800,5443,RG-60931,,700,,Water Level Network,H,80,-106.5527878,35.19525476
BC-0159,,375704,3891940,7137,S-02229,304,304,,Water Level Network,H,81,-106.3647966,35.16271688
BC-0164,,379627,3900287,6423,RG-66342 POD2,290,290,325MDER,Water Level Network,H,82,-106.3229517,35.23844045
BC-0164,,379627,3900287,6423,RG-66342 POD2,290,290,325MDER,Water Level Network,H,83,-106.3229517,35.23844045
BC-0001,,380426,3869770,7438,E-06373,364,364,,Water Level Network,H,84,-106.3097641,34.96342774
BC-0005,,373430,3883580,6591,S-00458,300,300,,Water Level Network,H,85,-106.3884792,35.087071
BC-0008,350726000000000,374731,3887670,6818,S-02746,260,260,,Water Level Network,H,86,-106.37483,35.12410361
BC-0024,350405000000000,368380,3881530,6077,RG-38149,125,125,400PCMB,Water Level Network,H,87,-106.4435366,35.06794445
BC-0032,,383192,3890480,6869,S-01931,220,210,,Water Level Network,H,88,-106.2823897,35.15045335
BC-0033,,383207,3890280,6851,S-02159,225,225,,Water Level Network,H,89,-106.2821967,35.1486521
BC-0036,,377823,3886010,6776,S-00569,350,350,,Water Level Network,H,90,-106.3406586,35.1095192
BC-0039,,379980,3890240,6881,S-01368,425,425,,Water Level Network,H,91,-106.3176096,35.14791148
BC-0040,,382626,3888980,6849,S-00252,,500,,Water Level Network,H,92,-106.288389,35.13686502
BC-0041,,378414,3890630,6826,S-01225,260,260,,Water Level Network,H,93,-106.3348548,35.15123909
BC-0045,,381293,3887010,6904,,,,,Water Level Network,H,94,-106.3027347,35.11894921
BC-0047,,382773,3890130,6837,S-01866,,245,,Water Level Network,H,95,-106.286939,35.14724935
BC-0048,,377227,3890700,6973,,,,,Water Level Network,H,96,-106.3478936,35.15172587
BC-0072,,381263,3890240,6708,S-02066,,,,Water Level Network,H,97,-106.3035279,35.14806381
BC-0075,,375096,3888700,6906,S-01058 X,170,170,,Water Level Network,H,98,-106.3709808,35.13343409
BC-0077,,374876,3889670,7119,S-01663,420,420,,Water Level Network,H,99,-106.3735418,35.14215095
BC-0078,,375168,3889960,7026,S-01674,205,205,,Water Level Network,H,100,-106.3703811,35.14480148
BC-0094,,375334,3892700,7130,S-00735,125,125,,Water Level Network,H,101,-106.3689731,35.16952215
BC-0102,,379075,3872220,7561,RG-44390,600,600,,Water Level Network,H,102,-106.3249145,34.98535417
BC-0105,,374805,3882770,6443,,,,,Water Level Network,H,103,-106.3732769,35.07994083
BC-0107,,385221,3873340,7158,E-09352,780,780,,Water Level Network,H,104,-106.2577456,34.99616736
BC-0108,,387473,3861380,6798,,,,,Water Level Network,H,105,-106.2314603,34.88859588
BC-0113,,373773,3882660,6320,,,,,Water Level Network,H,106,-106.3845773,35.07882051
BC-0115,,377261,3871350,7513,,,,,Water Level Network,H,107,-106.3446563,34.97729265
BC-0116,,380689,3866540,7446,,,,,Water Level Network,H,108,-106.3064219,34.93433978
BC-0117,,378063,3868530,7396,,,,,Water Level Network,H,109,-106.3354597,34.95196721
BC-0118,,376563,3876330,7078,,,,,Water Level Network,H,110,-106.3530402,35.02210206
BC-0120,,377244,3872350,7712,RG-87502,925,920,,Water Level Network,H,111,-106.34499,34.98630557
BC-0121,,377243,3868740,7324,RG-34275,275,275,,Water Level Network,H,112,-106.344469,34.95376131
BC-0134,,381717,3890810,6858,S-02246,440,440,,Water Level Network,H,113,-106.2986266,35.15325581
BC-0139,,363531,3891870,6026,,,,,Water Level Network,H,114,-106.4984074,35.16050659
BC-0142,,358285,3895800,5407,RG-61095,,720,,Water Level Network,H,115,-106.556664,35.19520499
BC-0145,,357642,3895990,5333,RG-60928,,659,,Water Level Network,H,116,-106.5637575,35.19682662
BC-0147,,376564,3890480,7080,S-01511,680,680,,Water Level Network,H,117,-106.3551377,35.14966145
BC-0148,,377013,3890380,6970,S-00907,450,450,,Water Level Network,H,118,-106.3501948,35.148815
BC-0150,,375812,3890960,7064,S-20786,,335,,Water Level Network,H,119,-106.3634636,35.15389588
BC-0151,,379387,3891400,6673,S-00063 POD2,290,290,,Water Level Network,H,120,-106.3242876,35.15829769
BC-0153,,378936,3890940,6738,S-02609,283,283,,Water Level Network,H,121,-106.3291708,35.15409667
BC-0156,350949000000000,380492,3891850,6704,,,260,313SADG,Water Level Network,H,122,-106.3122232,35.16248636
BC-0163,,375624,3892580,7071,S-01295,85,85,,Water Level Network,H,123,-106.3657713,35.16847634
BC-0166,351358000000000,377953,3899697,6578,RG-76082,383,383,325MDER,Water Level Network,H,124,-106.3412575,35.23291935
BC-0166,351358000000000,377953,3899697,6578,RG-76082,383,383,325MDER,Water Level Network,H,125,-106.3412575,35.23291935
BC-0014,,368407,3881650,6106,RG-92869 POD2,306,306,,Water Level Network,H,126,-106.4432596,35.06902971
BC-0022,,366372,3880590,5789,RG-36085,185,185,,Water Level Network,H,127,-106.4654013,35.05920685
BC-0023,350357000000000,368553,3881300,6005,RG-35205,85,85,400PCMB,Water Level Network,H,128,-106.4416033,35.06589368
BC-0026,,368570,3881370,6028,RG-33327,125,125,,Water Level Network,H,129,-106.441428,35.06652691
BC-0029,,381067,3889970,6749,S-01679 POD2,,240,,Water Level Network,H,130,-106.3056403,35.14560663
BC-0030,,381074,3889970,6748,S-01679,,127,,Water Level Network,H,131,-106.3055634,35.14560746
BC-0031,,380953,3890660,6706,S-01458,320,320,,Water Level Network,H,132,-106.3069909,35.1518134
BC-0035,,382810,3889940,6812,S-00312,320,320,,Water Level Network,H,133,-106.2865059,35.14554083
BC-0037,,377290,3889030,7117,S-02348,605,605,,Water Level Network,H,134,-106.346954,35.13667896
BC-0038,,379313,3887390,6753,S-00979,300,300,,Water Level Network,H,135,-106.3245141,35.12213939
BC-0054,,381156,3888180,6876,S-01439,460,460,,Water Level Network,H,136,-106.304406,35.12948049
BC-0056,,378303,3888990,6958,,,,,Water Level Network,H,137,-106.3358315,35.13644144
BC-0064,,379477,3888290,6778,S-02120,400,400,,Water Level Network,H,138,-106.3228459,35.1302724
BC-0066,,376703,3885300,6563,S-01629,130,130,,Water Level Network,H,139,-106.3528396,35.10298219
BC-0070,,378476,3890570,6802,S-01197,240,240,,Water Level Network,H,140,-106.3341654,35.1507057
BC-0071,,377834,3890630,6972,S-02546,,,,Water Level Network,H,141,-106.3412208,35.15116878
BC-0084,,377289,3892510,6850,S-01810,210,210,,Water Level Network,H,142,-106.3474822,35.16805005
BC-0092,,374002,3884570,6559,S-02013,,100,,Water Level Network,H,143,-106.3823566,35.0960672
BC-0093,,375096,3888700,6906,S-01058 POD2,300,292,,Water Level Network,H,144,-106.3709808,35.13343409
BC-0096,,377198,3892600,6867,S-02346,,260,,Water Level Network,H,145,-106.3484946,35.16885025
BC-0099,351011000000000,375334,3892700,7130,S-00735,33,33,317ABYS,Water Level Network,H,146,-106.3689731,35.16952215
BC-0100,,373911,3885290,6726,S-00740,260,260,,Water Level Network,H,147,-106.3834644,35.10254637
BC-0101,,377242,3892250,6853,S-00131 POD2,280,280,,Water Level Network,H,148,-106.3479595,35.16570049
BC-0103,,385334,3875020,7059,E-04672,180,180,,Water Level Network,H,149,-106.2567392,35.01132583
BC-0106,,380464,3872370,7466,,,,,Water Level Network,H,150,-106.3097211,34.98687153
BC-0110,,382224,3877350,7091,E-05771,320,320,,Water Level Network,H,151,-106.2911472,35.03197337
BC-0111,,377235,3885180,6532,,,,,Water Level Network,H,152,-106.3469861,35.1019654
BC-0124,,366897,3881980,6135,RG-64876,220,220,,Water Level Network,H,153,-106.4598688,35.07180628
BC-0129,,365998,3892490,6428,,,,,Water Level Network,H,154,-106.471429,35.16642737
BC-0132,,378421,3892260,6740,,,,,Water Level Network,H,155,-106.335018,35.16593398
BC-0135,,381618,3890710,6808,S-02116,400,400,,Water Level Network,H,156,-106.2996989,35.15234267
BC-0137,,359709,3894660,5589,,,,,Water Level Network,H,157,-106.5408332,35.18512919
BC-0138,,357980,3896090,5369,RG-60932,,651,,Water Level Network,H,158,-106.5600631,35.19777588
BC-0143,,358336,3895900,5411,RG-60929,,711,,Water Level Network,H,159,-106.5561212,35.19611357
BC-0146,,357899,3895990,5359,RG-60927,760,758,,Water Level Network,H,160,-106.5609354,35.19686304
BC-0154,,379804,3891190,6692,S-00367 POD2,265,265,,Water Level Network,H,161,-106.3196796,35.15645453
BC-0160,350949000000000,376503,3891950,6967,S-00660,260,260,313SADG,Water Level Network,H,162,-106.3560272,35.16290553
BC-0161,,375550,3892760,7141,S-02359,385,385,,Water Level Network,H,163,-106.3666108,35.17008981
BC-0175,,378870,3886050,6804,S-01424,,325,,Water Level Network,H,164,-106.3291785,35.11000629
BC-0176,,378818,3885670,6878,S-01779,400,400,,Water Level Network,H,165,-106.3296933,35.10657439
BC-0177,,379090,3885550,6933,S-02662,480,480,,Water Level Network,H,166,-106.326692,35.1055253
BC-0178,,379113,3885430,6952,S-01596,,475,,Water Level Network,H,167,-106.3264221,35.10444628
BC-0157,,380978,3891240,6749,,,,,Water Level Network,H,168,-106.3068001,35.15704498
BC-0158,,380691,3891360,6761,S-01019,340,340,,Water Level Network,H,169,-106.3099678,35.15809273
BC-0162,,376568,3891830,6974,RG-32896,325,325,,Water Level Network,H,170,-106.3552957,35.16183176
BC-0165,,378478,3898273,6653,RG-65849,,410,325MDER,Water Level Network,H,171,-106.3352791,35.22014628
BC-0165,,378478,3898273,6653,RG-65849,,410,325MDER,Water Level Network,H,172,-106.3352791,35.22014628
BC-0167,,378819,3885650,6886,S-00923,380,380,,Water Level Network,H,173,-106.3296794,35.10639421
BC-0168,,378969,3884870,6805,S-01484,440,440,,Water Level Network,H,174,-106.3279199,35.09938066
BC-0174,,378487,3885280,6852,S-01585,430,430,,Water Level Network,H,175,-106.3332671,35.10301872
BC-0179,,379228,3885330,6999,S-01269,600,600,,Water Level Network,H,176,-106.325146,35.10355859
BC-0182,,379471,3885570,6934,S-01275,600,600,,Water Level Network,H,177,-106.3225154,35.10575127
BC-0193,,377584,3891220,6875,S-00843,260,260,,Water Level Network,H,178,-106.3440523,35.15645706
BC-0196,,366796,3881820,6070.06,RG-73676 POD2,600,600,,Water Level Network,H,179,-106.4609506,35.07035064
BC-0212,,372411,3883690,6698.75,,,39,,Water Level Network,H,180,-106.3996716,35.0879341
BC-0217,,373959,3885510,6725.83,,,,,Water Level Network,H,181,-106.3829714,35.10453561
BC-0219,,373324,3882450,6278.01,,,,,Water Level Network,H,182,-106.3894689,35.07687111
BC-0220,,373410,3882430,6287.32,,,,,Water Level Network,H,183,-106.3885228,35.07670162
BC-0223,,375629,3890650,7051.5,S-02321,320,320,,Water Level Network,H,184,-106.3654256,35.15107871
BC-0224,,375513,3891950,7116.57,,,161,,Water Level Network,H,185,-106.3668948,35.16278338
BC-0225,,375398,3892720,7126.12,S-01486,100,100,,Water Level Network,H,186,-106.3682735,35.16971039
BC-0226,,376216,3896930,7014.91,S-01088,500,500,,Water Level Network,H,187,-106.3599255,35.20776304
BC-0238,,377859,3892090,6799.77,S-02775 POD2,,740,,Water Level Network,H,188,-106.3411624,35.16433332
BC-0252,,374184,3886850,6871.11,,,165,,Water Level Network,H,189,-106.380707,35.11664337
BC-0253,,373975,3886830,6998.08,,,310,,Water Level Network,H,190,-106.3829969,35.11643694
BC-0254,,376448,3890370,7114.68,S-01588,,630,,Water Level Network,H,191,-106.3563945,35.14865559
BC-0255,,375761,3890480,7000.6,S-02208 POD2,450,450,,Water Level Network,H,192,-106.3639512,35.14956254
BC-0257,,366007,3879890,5961.94,RG-87064 POD2,510,510,,Water Level Network,H,193,-106.4692898,35.05284836
BC-0259,,366815,3881930,6113.56,RG-82383,305,305,,Water Level Network,H,194,-106.4607599,35.07134474
BC-0262,,386548,3868490,7090.35,,,,,Water Level Network,H,195,-106.2425469,34.95259267
BC-0263,,380721,3870160,7352.78,E-07047,,260,,Water Level Network,H,196,-106.3065894,34.96697845
BC-0267,,375281,3888230,6871,S-02729,,,,Water Level Network,H,197,-106.3688798,35.12922014
BC-0269,,374511,3888670,7084,S-02412,,400,,Water Level Network,H,198,-106.3773957,35.13309084
BC-0271,,374882,3888570,7031,S-02402,,320,,Water Level Network,H,199,-106.3733094,35.13223559
BC-0278,,367021,3880670,5847,,,,,Water Level Network,H,200,-106.4582991,35.06001376
BC-0282,,368401,3881850,6171,,,,,Water Level Network,H,201,-106.4433572,35.07083182
BC-0287,,378233,3888750,7014,,,,,Water Level Network,H,202,-106.3365643,35.13426942
BC-0289,,374318,3884010,6471,S-01446,,140,,Water Level Network,H,203,-106.3788056,35.09105845
BC-0290,,381175,3889310,6809,S-00441,,228,,Water Level Network,H,204,-106.30436,35.13966957
BC-0293,,375243,3885510,6577,,,,,Water Level Network,H,205,-106.3688865,35.10469548
BC-0294,,376442,3890860,6944,,,,,Water Level Network,H,206,-106.3565336,35.15307204
BC-0295,,380029,3890360,6891,,,427,,Water Level Network,H,207,-106.3170893,35.14899911
BC-0296,,377347,3892500,6859,,,,,Water Level Network,H,208,-106.346844,35.16796699
BC-0306,,378692,3873570,7456,RG-63197,,282,,Water Level Network,H,209,-106.3293066,34.99747859
BC-0312,,379764,3873200,7595,RG-89393,,480,,Water Level Network,H,210,-106.3175089,34.99427107
BC-0172,,379018,3886000,6830,S-01466,400,400,,Water Level Network,H,211,-106.3275476,35.10957334
BC-0183,,379249,3885280,7011,S-01465,520,520,,Water Level Network,H,212,-106.3249084,35.10311037
BC-0185,,379195,3885340,6989,S-01111,475,475,,Water Level Network,H,213,-106.3255095,35.10364478
BC-0186,,379305,3885270,7014,S-01183,650,650,,Water Level Network,H,214,-106.3242926,35.10302693
BC-0187,,379257,3885320,7004,S-01079,505,505,,Water Level Network,H,215,-106.3248264,35.10347192
BC-0190,,375766,3889830,6976,S-01508,400,400,,Water Level Network,H,216,-106.3637985,35.14370363
BC-0191,,375818,3889910,6979,S-01060,317,317,,Water Level Network,H,217,-106.3632399,35.14443123
BC-0202,,385689,3889390,6914.57,,,,,Water Level Network,H,218,-106.2548313,35.14091395
BC-0203,,381856,3867060,7484.69,,,,,Water Level Network,H,219,-106.2937202,34.93916442
BC-0204,,374864,3886990,6729.43,,,,,Water Level Network,H,220,-106.3732678,35.11799019
BC-0205,,375904,3884840,6466.38,,,,,Water Level Network,H,221,-106.3615352,35.09873728
BC-0207,,377677,3878200,7166.38,,,,,Water Level Network,H,222,-106.3411077,35.03909547
BC-0209,,376682,3887500,6971.39,,,,,Water Level Network,H,223,-106.3533979,35.12281208
BC-0210,,376379,3892210,6943.52,,,,,Water Level Network,H,224,-106.3574273,35.1652341
BC-0213,,384518,3889540,6864.63,,,,,Water Level Network,H,225,-106.2677039,35.14213243
BC-0214,,385692,3869390,7070.54,,,,,Water Level Network,H,226,-106.2520433,34.96061023
BC-0215,,381975,3879950,7194.71,,,,,Water Level Network,H,227,-106.294246,35.05538348
BC-0216,,380752,3886260,6836.77,,,,,Water Level Network,H,228,-106.3085623,35.11212408
BC-0228,,384277,3889650,6845.94,,,170,,Water Level Network,H,229,-106.2703643,35.14309638
BC-0231,,378984,3885580,6894.79,S-02106,405,405,,Water Level Network,H,230,-106.3278592,35.10578302
BC-0242,,366941,3881570,5992.38,,,,,Water Level Network,H,231,-106.4593206,35.06811619
BC-0243,,368376,3881530,6077.14,,,,,Water Level Network,H,232,-106.4435805,35.06794393
BC-0244,,378908,3885170,6773.77,S-01782,,375,,Water Level Network,H,233,-106.3286329,35.10207779
BC-0245,,374266,3887900,6932.6,,,,,Water Level Network,H,234,-106.379967,35.12611899
BC-0247,,377844,3892010,6797.41,S-02775 POD3,450,434,,Water Level Network,H,235,-106.3413153,35.16361032
BC-0249,,377290,3875020,7265.84,RG-90868,,370,,Water Level Network,H,236,-106.3448799,35.01038108
BC-0250,,373605,3885570,6820.13,S-01037,160,160,,Water Level Network,H,237,-106.3868637,35.10503212
BC-0256,,378544,3890660,6789.46,,,,,Water Level Network,H,238,-106.3334323,35.15152525
BC-0260,,379703,3887150,6909.94,S-01872,,385,,Water Level Network,H,239,-106.3202001,35.12002252
BC-0264,,380005,3872930,7527.83,RG-85539,,440,,Water Level Network,H,240,-106.3148298,34.99186563
BC-0265,,352614,3894870,4999.17,RG-07569,,42,,Water Level Network,H,241,-106.6187685,35.18600573
BC-0266,,366394,3880270,5907,,,,,Water Level Network,H,242,-106.4651086,35.05632515
BC-0272,,374687,3888560,7050,S-02715,,500,,Water Level Network,H,243,-106.3754477,35.13212117
BC-0277,,366920,3880520,5897,,,,,Water Level Network,H,244,-106.4593823,35.05864828
BC-0279,,366939,3880610,5861,,,,,Water Level Network,H,245,-106.4591885,35.05946208
BC-0280,,366899,3880360,5940,,,,,Water Level Network,H,246,-106.4595869,35.0572032
BC-0283,,382756,3889810,6803,,,160,,Water Level Network,H,247,-106.2870801,35.14436259
BC-0284,,377728,3886760,6670,,,,,Water Level Network,H,248,-106.3418117,35.11626876
BC-0285,,380989,3888240,6877,,,,,Water Level Network,H,249,-106.3062472,35.13000165
BC-0286,,376716,3885510,6642,,,220,,Water Level Network,H,250,-106.3527283,35.10487688
BC-0298,,377023,3892730,6918,,,,,Water Level Network,H,251,-106.3504352,35.17000076
BC-0302,,376758,3892760,6993,,,260,,Water Level Network,H,252,-106.3533489,35.17023872
BC-0309,,380784,3884540,7026,,,,,Water Level Network,H,253,-106.3079635,35.09662218
BC-0311,,380078,3873300,7581,RG-76762,,520,,Water Level Network,H,254,-106.3140834,34.99520986
BC-0323,,378935,3885180,6783.72,,,375,,Water Level Network,H,255,-106.3283382,35.10217118
BC-0169,,379456,3885390,6976,,,,,Water Level Network,H,256,-106.3226537,35.1041268
BC-0170,,379019,3885810,6853,,,,,Water Level Network,H,257,-106.3275088,35.10786064
BC-0171,,379130,3885570,6943,S-00991,640,640,,Water Level Network,H,258,-106.3262561,35.1057104
BC-0173,,379446,3885430,6966,,,,,Water Level Network,H,259,-106.3227692,35.1044862
BC-0184,,379405,3885510,6935,S-01129,400,400,,Water Level Network,H,260,-106.3232306,35.10520248
BC-0189,,379215,3873590,7692,,,,,Water Level Network,H,261,-106.3235798,34.9977215
BC-0192,,375688,3897720,6923,S-00943,300,300,,Water Level Network,H,262,-106.365844,35.21481925
BC-0195,,377015,3890680,7028.66,S-01711,420,420,,Water Level Network,H,263,-106.3502175,35.15151966
BC-0197,,380743,3886730,6890.71,S-01093,605,605,,Water Level Network,H,264,-106.3087288,35.11636002
BC-0198,,379373,3871460,7516.48,,,600,,Water Level Network,H,265,-106.3215401,34.9785383
BC-0201,,377678,3891910,6811.66,,,,,Water Level Network,H,266,-106.3431227,35.16268866
BC-0208,,377038,3890320,6964.37,,,,,Water Level Network,H,267,-106.3499115,35.14827718
BC-0211,,377128,3891960,6880.69,,,,,Water Level Network,H,268,-106.3491678,35.1630723
BC-0222,,374838,3887560,6793.65,,,,,Water Level Network,H,269,-106.3736393,35.12312532
BC-0227,,380876,3890630,6700.81,S-01362,260,260,,Water Level Network,H,270,-106.3078318,35.15153383
BC-0229,,366874,3881690,6027.05,RG-94390,400,400,,Water Level Network,H,271,-106.4600745,35.06918907
BC-0230,,373617,3883350,6452.53,S-00720,,200,,Water Level Network,H,272,-106.3863932,35.08502109
BC-0234,,375288,3886170,6778.55,,,,,Water Level Network,H,273,-106.3684923,35.11065076
BC-0235,,374859,3886090,6606.2,,,,,Water Level Network,H,274,-106.3731865,35.10987636
BC-0236,,375678,3891560,7098.18,S-02312,310,310,,Water Level Network,H,275,-106.3650248,35.1592881
BC-0241,,363415,3892820,6031.24,RG-51611 POD1,560,560,,Water Level Network,H,276,-106.4998379,35.16905423
