"","facility_id","sys_loc_code","loc_name","data_provider","subfacility_code","loc_desc","loc_type","loc_purpose","loc_type_2","loc_major_basin","within_facility_yn","loc_county_code","loc_district_code","loc_state_code","loc_minor_basin","custom_field_1","stream_code","custom_field_2","stream_mile","custom_field_3","custom_field_4","phase_code","custom_field_5","remark_1","bore_id","remark_2","start_date","end_date","drilling_method","geologist","sampling_method","drawing_checker","drawing_check_date","drawing_editor","drawing_edit_date","driller","units","depth_to_bedrock","log_date","total_depth","bearing","approved","plunge","drilling_subcontractor","engineer_subcontractor","engineer","estab_company_code","excav_company_code","inspector","inspect_subcontractor","ebatch","map_code","parent_loc_code","status_flag","timezone_code","euid","land_use","hole_diameter","hole_diameter_unit","alert_purge_criteria","offset","station","route"
"21",1,"AM11M","Alameda Business Park",NA,"LALF LFG MW","LFG Monitoring Well","LFGMW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920147,NA,NA,NA,NA,NA,NA,NA
"22",1,"AM11S","Alameda Business Park",NA,"LALF LFG MW","LFG Monitoring Well","LFGMW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920148,NA,NA,NA,NA,NA,NA,NA
"23",1,"AM12D","Alameda Business Park",NA,"LALF LFG MW","LFG Monitoring Well","LFGMW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920149,NA,NA,NA,NA,NA,NA,NA
"24",1,"AM12M","Alameda Business Park",NA,"LALF LFG MW","LFG Monitoring Well","LFGMW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920150,NA,NA,NA,NA,NA,NA,NA
"25",1,"AM12S","Alameda Business Park",NA,"LALF LFG MW","LFG Monitoring Well","LFGMW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920151,NA,NA,NA,NA,NA,NA,NA
"26",1,"AM13D","Alameda Business Park",NA,"LALF LFG MW","LFG Monitoring Well","LFGMW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920152,NA,NA,NA,NA,NA,NA,NA
"27",1,"AM13M","Alameda Business Park",NA,"LALF LFG MW","LFG Monitoring Well","LFGMW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920153,NA,NA,NA,NA,NA,NA,NA
"28",1,"AM13S","Alameda Business Park",NA,"LALF LFG MW","LFG Monitoring Well","LFGMW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920154,NA,NA,NA,NA,NA,NA,NA
"29",1,"AM14D","Alameda Business Park",NA,"LALF LFG MW","LFG Monitoring Well","LFGMW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920155,NA,NA,NA,NA,NA,NA,NA
"30",1,"AM14M","Alameda Business Park",NA,"LALF LFG MW","LFG Monitoring Well","LFGMW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920156,NA,NA,NA,NA,NA,NA,NA
"31",1,"AM14S","Alameda Business Park",NA,"LALF LFG MW","LFG Monitoring Well","LFGMW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920157,NA,NA,NA,NA,NA,NA,NA
"32",1,"AM16D","Alameda Business Park",NA,"LALF LFG MW","LFG Monitoring Well","LFGMW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920158,NA,NA,NA,NA,NA,NA,NA
"33",1,"AM16M","Alameda Business Park",NA,"LALF LFG MW","LFG Monitoring Well","LFGMW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920159,NA,NA,NA,NA,NA,NA,NA
"34",1,"AM16S","Alameda Business Park",NA,"LALF LFG MW","LFG Monitoring Well","LFGMW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920160,NA,NA,NA,NA,NA,NA,NA
"35",1,"AM18D","Alameda Business Park",NA,"LALF LFG MW","LFG Monitoring Well","LFGMW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920161,NA,NA,NA,NA,NA,NA,NA
"36",1,"AM18M","Alameda Business Park",NA,"LALF LFG MW","LFG Monitoring Well","LFGMW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920162,NA,NA,NA,NA,NA,NA,NA
"37",1,"AM18S","Alameda Business Park",NA,"LALF LFG MW","LFG Monitoring Well","LFGMW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920163,NA,NA,NA,NA,NA,NA,NA
"38",1,"AM19D","Alameda Business Park",NA,"LALF LFG MW","LFG Monitoring Well","LFGMW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920164,NA,NA,NA,NA,NA,NA,NA
"39",1,"AM19M","Alameda Business Park",NA,"LALF LFG MW","LFG Monitoring Well","LFGMW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920165,NA,NA,NA,NA,NA,NA,NA
"40",1,"AM19S","Alameda Business Park",NA,"LALF LFG MW","LFG Monitoring Well","LFGMW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920166,NA,NA,NA,NA,NA,NA,NA
"41",1,"AM28D","Alameda Business Park",NA,"LALF LFG MW","LFG Monitoring Well","LFGMW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920167,NA,NA,NA,NA,NA,NA,NA
"42",1,"AM28M","Alameda Business Park",NA,"LALF LFG MW","LFG Monitoring Well","LFGMW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920168,NA,NA,NA,NA,NA,NA,NA
"43",1,"AM28S","Alameda Business Park",NA,"LALF LFG MW","LFG Monitoring Well","LFGMW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920169,NA,NA,NA,NA,NA,NA,NA
"44",1,"AM30D","Alameda Business Park",NA,"LALF LFG MW","LFG Monitoring Well","LFGMW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920170,NA,NA,NA,NA,NA,NA,NA
"45",1,"AM30M","Alameda Business Park",NA,"LALF LFG MW","LFG Monitoring Well","LFGMW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920171,NA,NA,NA,NA,NA,NA,NA
"46",1,"AM30S","Alameda Business Park",NA,"LALF LFG MW","LFG Monitoring Well","LFGMW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920172,NA,NA,NA,NA,NA,NA,NA
"47",1,"AM33D","Alameda Business Park",NA,"LALF LFG MW","LFG Monitoring Well","LFGMW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920173,NA,NA,NA,NA,NA,NA,NA
"48",1,"AM33M","Alameda Business Park",NA,"LALF LFG MW","LFG Monitoring Well","LFGMW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920174,NA,NA,NA,NA,NA,NA,NA
"49",1,"AM33S","Alameda Business Park",NA,"LALF LFG MW","LFG Monitoring Well","LFGMW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920175,NA,NA,NA,NA,NA,NA,NA
"50",1,"AM34D","Alameda Business Park",NA,"LALF LFG MW","LFG Monitoring Well","LFGMW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920176,NA,NA,NA,NA,NA,NA,NA
"51",1,"AM34M","Alameda Business Park",NA,"LALF LFG MW","LFG Monitoring Well","LFGMW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920177,NA,NA,NA,NA,NA,NA,NA
"52",1,"AM34S","Alameda Business Park",NA,"LALF LFG MW","LFG Monitoring Well","LFGMW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920178,NA,NA,NA,NA,NA,NA,NA
"53",1,"AM35D","Alameda Business Park",NA,"LALF LFG MW","LFG Monitoring Well","LFGMW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920179,NA,NA,NA,NA,NA,NA,NA
"54",1,"AM35M","Alameda Business Park",NA,"LALF LFG MW","LFG Monitoring Well","LFGMW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920180,NA,NA,NA,NA,NA,NA,NA
"55",1,"AM35S","Alameda Business Park",NA,"LALF LFG MW","LFG Monitoring Well","LFGMW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920181,NA,NA,NA,NA,NA,NA,NA
"56",1,"AM57D","Alameda Business Park",NA,"LALF LFG MW","LFG Monitoring Well","LFGMW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920182,NA,NA,NA,NA,NA,NA,NA
"57",1,"AM57M","Alameda Business Park",NA,"LALF LFG MW","LFG Monitoring Well","LFGMW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920183,NA,NA,NA,NA,NA,NA,NA
